commodities,sectors,table,subtable
GFGN,326,use,intermediate_demand
GFGN,327,use,intermediate_demand
GFGN,331,use,intermediate_demand
GFGN,332,use,intermediate_demand
GFGN,333,use,intermediate_demand
GFGN,334,use,intermediate_demand
GFGN,335,use,intermediate_demand
GFGN,337,use,intermediate_demand
GFGN,339,use,intermediate_demand
GFGN,441,use,intermediate_demand
GFGN,445,use,intermediate_demand
GFGN,452,use,intermediate_demand
GFGN,481,use,intermediate_demand
GFGN,482,use,intermediate_demand
GFGN,483,use,intermediate_demand
GFGN,484,use,intermediate_demand
GFGN,485,use,intermediate_demand
GFGN,486,use,intermediate_demand
GFGN,493,use,intermediate_demand
GFGN,511,use,intermediate_demand
GFGN,512,use,intermediate_demand
GFGN,513,use,intermediate_demand
GFGN,514,use,intermediate_demand
GFGN,523,use,intermediate_demand
GFGN,524,use,intermediate_demand
GFGN,525,use,intermediate_demand
GFGN,561,use,intermediate_demand
GFGN,562,use,intermediate_demand
GFGN,621,use,intermediate_demand
GFGN,622,use,intermediate_demand
GFGN,623,use,intermediate_demand
GFGN,624,use,intermediate_demand
GFGN,713,use,intermediate_demand
GFGN,721,use,intermediate_demand
GFGN,722,use,intermediate_demand
GFGN,5411,use,intermediate_demand
GFGN,5415,use,intermediate_demand
GFGN,111CA,use,intermediate_demand
GFGN,113FF,use,intermediate_demand
GFGN,311FT,use,intermediate_demand
GFGN,313TT,use,intermediate_demand
GFGN,315AL,use,intermediate_demand
GFGN,3361MV,use,intermediate_demand
GFGN,3364OT,use,intermediate_demand
GFGN,487OS,use,intermediate_demand
GFGN,4A0,use,intermediate_demand
GFGN,521CI,use,intermediate_demand
GFGN,532RL,use,intermediate_demand
GFGN,5412OP,use,intermediate_demand
GFGN,711AS,use,intermediate_demand
GFGN,GFE,use,intermediate_demand
GFGN,GFGD,use,intermediate_demand
GFGN,GFGN,use,intermediate_demand
GFGN,GSLE,use,intermediate_demand
GFGN,GSLG,use,intermediate_demand
GFGN,HS,use,intermediate_demand
GFGN,ORE,use,intermediate_demand
GSLE,22,use,intermediate_demand
GSLE,23,use,intermediate_demand
GSLE,42,use,intermediate_demand
GSLE,55,use,intermediate_demand
GSLE,61,use,intermediate_demand
GSLE,81,use,intermediate_demand
GSLE,211,use,intermediate_demand
GSLE,212,use,intermediate_demand
GSLE,213,use,intermediate_demand
GSLE,321,use,intermediate_demand
GSLE,322,use,intermediate_demand
GSLE,323,use,intermediate_demand
GSLE,324,use,intermediate_demand
GSLE,325,use,intermediate_demand
GSLE,326,use,intermediate_demand
GSLE,327,use,intermediate_demand
GSLE,331,use,intermediate_demand
GSLE,332,use,intermediate_demand
GSLE,333,use,intermediate_demand
GSLE,334,use,intermediate_demand
GSLE,335,use,intermediate_demand
GSLE,337,use,intermediate_demand
GSLE,339,use,intermediate_demand
GSLE,441,use,intermediate_demand
GSLE,445,use,intermediate_demand
GSLE,452,use,intermediate_demand
GSLE,481,use,intermediate_demand
GSLE,482,use,intermediate_demand
GSLE,483,use,intermediate_demand
GSLE,484,use,intermediate_demand
GSLE,485,use,intermediate_demand
GSLE,486,use,intermediate_demand
GSLE,493,use,intermediate_demand
GSLE,511,use,intermediate_demand
GSLE,512,use,intermediate_demand
GSLE,513,use,intermediate_demand
GSLE,514,use,intermediate_demand
GSLE,523,use,intermediate_demand
GSLE,524,use,intermediate_demand
GSLE,525,use,intermediate_demand
GSLE,561,use,intermediate_demand
GSLE,562,use,intermediate_demand
GSLE,621,use,intermediate_demand
GSLE,622,use,intermediate_demand
GSLE,623,use,intermediate_demand
GSLE,624,use,intermediate_demand
GSLE,713,use,intermediate_demand
GSLE,721,use,intermediate_demand
GSLE,722,use,intermediate_demand
GSLE,5411,use,intermediate_demand
GSLE,5415,use,intermediate_demand
GSLE,111CA,use,intermediate_demand
GSLE,113FF,use,intermediate_demand
GSLE,311FT,use,intermediate_demand
GSLE,313TT,use,intermediate_demand
GSLE,315AL,use,intermediate_demand
GSLE,3361MV,use,intermediate_demand
GSLE,3364OT,use,intermediate_demand
GSLE,487OS,use,intermediate_demand
GSLE,4A0,use,intermediate_demand
GSLE,521CI,use,intermediate_demand
GSLE,532RL,use,intermediate_demand
GSLE,5412OP,use,intermediate_demand
GSLE,711AS,use,intermediate_demand
GSLE,GFE,use,intermediate_demand
GSLE,GFGD,use,intermediate_demand
GSLE,GFGN,use,intermediate_demand
GSLE,GSLE,use,intermediate_demand
GSLE,GSLG,use,intermediate_demand
GSLE,HS,use,intermediate_demand
GSLE,ORE,use,intermediate_demand
GSLG,22,use,intermediate_demand
GSLG,23,use,intermediate_demand
GSLG,42,use,intermediate_demand
GSLG,55,use,intermediate_demand
GSLG,61,use,intermediate_demand
GSLG,81,use,intermediate_demand
GSLG,211,use,intermediate_demand
GSLG,212,use,intermediate_demand
GSLG,213,use,intermediate_demand
GSLG,321,use,intermediate_demand
GSLG,322,use,intermediate_demand
GSLG,323,use,intermediate_demand
GSLG,324,use,intermediate_demand
GSLG,325,use,intermediate_demand
GSLG,326,use,intermediate_demand
GSLG,327,use,intermediate_demand
GSLG,331,use,intermediate_demand
GSLG,332,use,intermediate_demand
GSLG,333,use,intermediate_demand
GSLG,334,use,intermediate_demand
GSLG,335,use,intermediate_demand
GSLG,337,use,intermediate_demand
GSLG,339,use,intermediate_demand
GSLG,441,use,intermediate_demand
GSLG,445,use,intermediate_demand
GSLG,452,use,intermediate_demand
GSLG,481,use,intermediate_demand
GSLG,482,use,intermediate_demand
GSLG,483,use,intermediate_demand
GSLG,484,use,intermediate_demand
GSLG,485,use,intermediate_demand
GSLG,486,use,intermediate_demand
GSLG,493,use,intermediate_demand
GSLG,511,use,intermediate_demand
GSLG,512,use,intermediate_demand
GSLG,513,use,intermediate_demand
GSLG,514,use,intermediate_demand
GSLG,523,use,intermediate_demand
GSLG,524,use,intermediate_demand
GSLG,525,use,intermediate_demand
GSLG,561,use,intermediate_demand
GSLG,562,use,intermediate_demand
GSLG,621,use,intermediate_demand
GSLG,622,use,intermediate_demand
GSLG,623,use,intermediate_demand
GSLG,624,use,intermediate_demand
GSLG,713,use,intermediate_demand
GSLG,721,use,intermediate_demand
GSLG,722,use,intermediate_demand
GSLG,5411,use,intermediate_demand
GSLG,5415,use,intermediate_demand
GSLG,111CA,use,intermediate_demand
GSLG,113FF,use,intermediate_demand
GSLG,311FT,use,intermediate_demand
GSLG,313TT,use,intermediate_demand
GSLG,315AL,use,intermediate_demand
GSLG,3361MV,use,intermediate_demand
GSLG,3364OT,use,intermediate_demand
GSLG,487OS,use,intermediate_demand
GSLG,4A0,use,intermediate_demand
GSLG,521CI,use,intermediate_demand
GSLG,532RL,use,intermediate_demand
GSLG,5412OP,use,intermediate_demand
GSLG,711AS,use,intermediate_demand
GSLG,GFE,use,intermediate_demand
GSLG,GFGD,use,intermediate_demand
GSLG,GFGN,use,intermediate_demand
GSLG,GSLE,use,intermediate_demand
GSLG,GSLG,use,intermediate_demand
GSLG,HS,use,intermediate_demand
GSLG,ORE,use,intermediate_demand
HS,22,use,intermediate_demand
HS,23,use,intermediate_demand
HS,42,use,intermediate_demand
HS,55,use,intermediate_demand
HS,61,use,intermediate_demand
HS,81,use,intermediate_demand
HS,211,use,intermediate_demand
HS,212,use,intermediate_demand
HS,213,use,intermediate_demand
HS,321,use,intermediate_demand
HS,322,use,intermediate_demand
HS,323,use,intermediate_demand
HS,324,use,intermediate_demand
HS,325,use,intermediate_demand
HS,326,use,intermediate_demand
HS,327,use,intermediate_demand
HS,331,use,intermediate_demand
HS,332,use,intermediate_demand
HS,333,use,intermediate_demand
HS,334,use,intermediate_demand
HS,335,use,intermediate_demand
HS,337,use,intermediate_demand
HS,339,use,intermediate_demand
HS,441,use,intermediate_demand
HS,445,use,intermediate_demand
HS,452,use,intermediate_demand
HS,481,use,intermediate_demand
HS,482,use,intermediate_demand
HS,483,use,intermediate_demand
HS,484,use,intermediate_demand
HS,485,use,intermediate_demand
HS,486,use,intermediate_demand
HS,493,use,intermediate_demand
HS,511,use,intermediate_demand
HS,512,use,intermediate_demand
HS,513,use,intermediate_demand
HS,514,use,intermediate_demand
HS,523,use,intermediate_demand
HS,524,use,intermediate_demand
HS,525,use,intermediate_demand
HS,561,use,intermediate_demand
HS,562,use,intermediate_demand
HS,621,use,intermediate_demand
HS,622,use,intermediate_demand
HS,623,use,intermediate_demand
HS,624,use,intermediate_demand
HS,713,use,intermediate_demand
HS,721,use,intermediate_demand
HS,722,use,intermediate_demand
HS,5411,use,intermediate_demand
HS,5415,use,intermediate_demand
HS,111CA,use,intermediate_demand
HS,113FF,use,intermediate_demand
HS,311FT,use,intermediate_demand
HS,313TT,use,intermediate_demand
HS,315AL,use,intermediate_demand
HS,3361MV,use,intermediate_demand
HS,3364OT,use,intermediate_demand
HS,487OS,use,intermediate_demand
HS,4A0,use,intermediate_demand
HS,521CI,use,intermediate_demand
HS,532RL,use,intermediate_demand
HS,5412OP,use,intermediate_demand
HS,711AS,use,intermediate_demand
HS,GFE,use,intermediate_demand
HS,GFGD,use,intermediate_demand
HS,GFGN,use,intermediate_demand
HS,GSLE,use,intermediate_demand
HS,GSLG,use,intermediate_demand
HS,HS,use,intermediate_demand
HS,ORE,use,intermediate_demand
ORE,22,use,intermediate_demand
ORE,23,use,intermediate_demand
ORE,42,use,intermediate_demand
ORE,55,use,intermediate_demand
ORE,61,use,intermediate_demand
ORE,81,use,intermediate_demand
ORE,211,use,intermediate_demand
ORE,212,use,intermediate_demand
ORE,213,use,intermediate_demand
ORE,321,use,intermediate_demand
ORE,322,use,intermediate_demand
ORE,323,use,intermediate_demand
ORE,324,use,intermediate_demand
ORE,325,use,intermediate_demand
ORE,326,use,intermediate_demand
ORE,327,use,intermediate_demand
ORE,331,use,intermediate_demand
ORE,332,use,intermediate_demand
ORE,333,use,intermediate_demand
ORE,334,use,intermediate_demand
ORE,335,use,intermediate_demand
ORE,337,use,intermediate_demand
ORE,339,use,intermediate_demand
ORE,441,use,intermediate_demand
ORE,445,use,intermediate_demand
ORE,452,use,intermediate_demand
ORE,481,use,intermediate_demand
ORE,482,use,intermediate_demand
ORE,483,use,intermediate_demand
ORE,484,use,intermediate_demand
ORE,485,use,intermediate_demand
ORE,486,use,intermediate_demand
ORE,493,use,intermediate_demand
ORE,511,use,intermediate_demand
ORE,512,use,intermediate_demand
ORE,513,use,intermediate_demand
ORE,514,use,intermediate_demand
ORE,523,use,intermediate_demand
ORE,524,use,intermediate_demand
ORE,525,use,intermediate_demand
ORE,561,use,intermediate_demand
ORE,562,use,intermediate_demand
ORE,621,use,intermediate_demand
ORE,622,use,intermediate_demand
ORE,623,use,intermediate_demand
ORE,624,use,intermediate_demand
ORE,713,use,intermediate_demand
ORE,721,use,intermediate_demand
ORE,722,use,intermediate_demand
ORE,5411,use,intermediate_demand
ORE,5415,use,intermediate_demand
ORE,111CA,use,intermediate_demand
ORE,113FF,use,intermediate_demand
ORE,311FT,use,intermediate_demand
ORE,313TT,use,intermediate_demand
ORE,315AL,use,intermediate_demand
ORE,3361MV,use,intermediate_demand
ORE,3364OT,use,intermediate_demand
ORE,487OS,use,intermediate_demand
ORE,4A0,use,intermediate_demand
ORE,521CI,use,intermediate_demand
ORE,532RL,use,intermediate_demand
ORE,5412OP,use,intermediate_demand
ORE,711AS,use,intermediate_demand
ORE,GFE,use,intermediate_demand
ORE,GFGD,use,intermediate_demand
ORE,GFGN,use,intermediate_demand
ORE,GSLE,use,intermediate_demand
ORE,GSLG,use,intermediate_demand
ORE,HS,use,intermediate_demand
ORE,ORE,use,intermediate_demand
22,22,supply,intermediate_supply
22,23,supply,intermediate_supply
22,42,supply,intermediate_supply
22,55,supply,intermediate_supply
22,61,supply,intermediate_supply
22,81,supply,intermediate_supply
22,211,supply,intermediate_supply
22,212,supply,intermediate_supply
22,213,supply,intermediate_supply
22,321,supply,intermediate_supply
22,322,supply,intermediate_supply
22,323,supply,intermediate_supply
22,324,supply,intermediate_supply
22,325,supply,intermediate_supply
22,326,supply,intermediate_supply
22,327,supply,intermediate_supply
22,331,supply,intermediate_supply
22,332,supply,intermediate_supply
22,333,supply,intermediate_supply
22,334,supply,intermediate_supply
22,335,supply,intermediate_supply
22,337,supply,intermediate_supply
22,339,supply,intermediate_supply
22,441,supply,intermediate_supply
22,445,supply,intermediate_supply
22,452,supply,intermediate_supply
22,481,supply,intermediate_supply
22,482,supply,intermediate_supply
22,483,supply,intermediate_supply
22,484,supply,intermediate_supply
22,485,supply,intermediate_supply
22,486,supply,intermediate_supply
22,493,supply,intermediate_supply
22,511,supply,intermediate_supply
22,512,supply,intermediate_supply
22,513,supply,intermediate_supply
22,514,supply,intermediate_supply
22,523,supply,intermediate_supply
22,524,supply,intermediate_supply
22,525,supply,intermediate_supply
22,561,supply,intermediate_supply
22,562,supply,intermediate_supply
22,621,supply,intermediate_supply
22,622,supply,intermediate_supply
22,623,supply,intermediate_supply
22,624,supply,intermediate_supply
22,713,supply,intermediate_supply
22,721,supply,intermediate_supply
22,722,supply,intermediate_supply
22,5411,supply,intermediate_supply
22,5415,supply,intermediate_supply
22,111CA,supply,intermediate_supply
22,113FF,supply,intermediate_supply
22,311FT,supply,intermediate_supply
22,313TT,supply,intermediate_supply
22,315AL,supply,intermediate_supply
22,3361MV,supply,intermediate_supply
22,3364OT,supply,intermediate_supply
22,487OS,supply,intermediate_supply
22,4A0,supply,intermediate_supply
22,521CI,supply,intermediate_supply
22,532RL,supply,intermediate_supply
22,5412OP,supply,intermediate_supply
22,711AS,supply,intermediate_supply
22,GFE,supply,intermediate_supply
22,GFGD,supply,intermediate_supply
22,GFGN,supply,intermediate_supply
22,GSLE,supply,intermediate_supply
22,GSLG,supply,intermediate_supply
22,HS,supply,intermediate_supply
22,ORE,supply,intermediate_supply
23,22,supply,intermediate_supply
23,23,supply,intermediate_supply
23,42,supply,intermediate_supply
23,55,supply,intermediate_supply
23,61,supply,intermediate_supply
23,81,supply,intermediate_supply
23,211,supply,intermediate_supply
23,212,supply,intermediate_supply
23,213,supply,intermediate_supply
23,321,supply,intermediate_supply
23,322,supply,intermediate_supply
23,323,supply,intermediate_supply
23,324,supply,intermediate_supply
23,325,supply,intermediate_supply
23,326,supply,intermediate_supply
23,327,supply,intermediate_supply
23,331,supply,intermediate_supply
23,332,supply,intermediate_supply
23,333,supply,intermediate_supply
23,334,supply,intermediate_supply
23,335,supply,intermediate_supply
23,337,supply,intermediate_supply
23,339,supply,intermediate_supply
23,441,supply,intermediate_supply
23,445,supply,intermediate_supply
23,452,supply,intermediate_supply
23,481,supply,intermediate_supply
23,482,supply,intermediate_supply
23,483,supply,intermediate_supply
23,484,supply,intermediate_supply
23,485,supply,intermediate_supply
23,486,supply,intermediate_supply
23,493,supply,intermediate_supply
23,511,supply,intermediate_supply
23,512,supply,intermediate_supply
23,513,supply,intermediate_supply
23,514,supply,intermediate_supply
23,523,supply,intermediate_supply
23,524,supply,intermediate_supply
23,525,supply,intermediate_supply
23,561,supply,intermediate_supply
23,562,supply,intermediate_supply
23,621,supply,intermediate_supply
23,622,supply,intermediate_supply
23,623,supply,intermediate_supply
23,624,supply,intermediate_supply
23,713,supply,intermediate_supply
23,721,supply,intermediate_supply
23,722,supply,intermediate_supply
23,5411,supply,intermediate_supply
23,5415,supply,intermediate_supply
23,111CA,supply,intermediate_supply
23,113FF,supply,intermediate_supply
23,311FT,supply,intermediate_supply
23,313TT,supply,intermediate_supply
23,315AL,supply,intermediate_supply
23,3361MV,supply,intermediate_supply
23,3364OT,supply,intermediate_supply
23,487OS,supply,intermediate_supply
23,4A0,supply,intermediate_supply
23,521CI,supply,intermediate_supply
23,532RL,supply,intermediate_supply
23,5412OP,supply,intermediate_supply
23,711AS,supply,intermediate_supply
23,GFE,supply,intermediate_supply
23,GFGD,supply,intermediate_supply
23,GFGN,supply,intermediate_supply
23,GSLE,supply,intermediate_supply
23,GSLG,supply,intermediate_supply
23,HS,supply,intermediate_supply
23,ORE,supply,intermediate_supply
42,22,supply,intermediate_supply
42,23,supply,intermediate_supply
42,42,supply,intermediate_supply
42,55,supply,intermediate_supply
42,61,supply,intermediate_supply
42,81,supply,intermediate_supply
42,211,supply,intermediate_supply
42,212,supply,intermediate_supply
42,213,supply,intermediate_supply
42,321,supply,intermediate_supply
42,322,supply,intermediate_supply
42,323,supply,intermediate_supply
42,324,supply,intermediate_supply
42,325,supply,intermediate_supply
42,326,supply,intermediate_supply
42,327,supply,intermediate_supply
42,331,supply,intermediate_supply
42,332,supply,intermediate_supply
42,333,supply,intermediate_supply
42,334,supply,intermediate_supply
42,335,supply,intermediate_supply
42,337,supply,intermediate_supply
42,339,supply,intermediate_supply
42,441,supply,intermediate_supply
42,445,supply,intermediate_supply
42,452,supply,intermediate_supply
42,481,supply,intermediate_supply
42,482,supply,intermediate_supply
42,483,supply,intermediate_supply
42,484,supply,intermediate_supply
42,485,supply,intermediate_supply
42,486,supply,intermediate_supply
42,493,supply,intermediate_supply
42,511,supply,intermediate_supply
42,512,supply,intermediate_supply
42,513,supply,intermediate_supply
42,514,supply,intermediate_supply
42,523,supply,intermediate_supply
42,524,supply,intermediate_supply
42,525,supply,intermediate_supply
42,561,supply,intermediate_supply
42,562,supply,intermediate_supply
42,621,supply,intermediate_supply
42,622,supply,intermediate_supply
42,623,supply,intermediate_supply
42,624,supply,intermediate_supply
42,713,supply,intermediate_supply
42,721,supply,intermediate_supply
42,722,supply,intermediate_supply
42,5411,supply,intermediate_supply
42,5415,supply,intermediate_supply
42,111CA,supply,intermediate_supply
42,113FF,supply,intermediate_supply
42,311FT,supply,intermediate_supply
42,313TT,supply,intermediate_supply
42,315AL,supply,intermediate_supply
42,3361MV,supply,intermediate_supply
42,3364OT,supply,intermediate_supply
42,487OS,supply,intermediate_supply
42,4A0,supply,intermediate_supply
42,521CI,supply,intermediate_supply
42,532RL,supply,intermediate_supply
42,5412OP,supply,intermediate_supply
42,711AS,supply,intermediate_supply
42,GFE,supply,intermediate_supply
42,GFGD,supply,intermediate_supply
42,GFGN,supply,intermediate_supply
42,GSLE,supply,intermediate_supply
42,GSLG,supply,intermediate_supply
42,HS,supply,intermediate_supply
42,ORE,supply,intermediate_supply
55,22,supply,intermediate_supply
55,23,supply,intermediate_supply
55,42,supply,intermediate_supply
55,55,supply,intermediate_supply
55,61,supply,intermediate_supply
55,81,supply,intermediate_supply
55,211,supply,intermediate_supply
55,212,supply,intermediate_supply
55,213,supply,intermediate_supply
55,321,supply,intermediate_supply
55,322,supply,intermediate_supply
55,323,supply,intermediate_supply
55,324,supply,intermediate_supply
55,325,supply,intermediate_supply
55,326,supply,intermediate_supply
55,327,supply,intermediate_supply
55,331,supply,intermediate_supply
55,332,supply,intermediate_supply
55,333,supply,intermediate_supply
55,334,supply,intermediate_supply
55,335,supply,intermediate_supply
55,337,supply,intermediate_supply
55,339,supply,intermediate_supply
55,441,supply,intermediate_supply
55,445,supply,intermediate_supply
55,452,supply,intermediate_supply
55,481,supply,intermediate_supply
55,482,supply,intermediate_supply
55,483,supply,intermediate_supply
55,484,supply,intermediate_supply
55,485,supply,intermediate_supply
55,486,supply,intermediate_supply
55,493,supply,intermediate_supply
55,511,supply,intermediate_supply
55,512,supply,intermediate_supply
55,513,supply,intermediate_supply
55,514,supply,intermediate_supply
55,523,supply,intermediate_supply
55,524,supply,intermediate_supply
55,525,supply,intermediate_supply
55,561,supply,intermediate_supply
55,562,supply,intermediate_supply
55,621,supply,intermediate_supply
55,622,supply,intermediate_supply
55,623,supply,intermediate_supply
55,624,supply,intermediate_supply
55,713,supply,intermediate_supply
55,721,supply,intermediate_supply
55,722,supply,intermediate_supply
55,5411,supply,intermediate_supply
55,5415,supply,intermediate_supply
55,111CA,supply,intermediate_supply
55,113FF,supply,intermediate_supply
55,311FT,supply,intermediate_supply
55,313TT,supply,intermediate_supply
55,315AL,supply,intermediate_supply
55,3361MV,supply,intermediate_supply
55,3364OT,supply,intermediate_supply
55,487OS,supply,intermediate_supply
55,4A0,supply,intermediate_supply
55,521CI,supply,intermediate_supply
55,532RL,supply,intermediate_supply
55,5412OP,supply,intermediate_supply
55,711AS,supply,intermediate_supply
55,GFE,supply,intermediate_supply
55,GFGD,supply,intermediate_supply
55,GFGN,supply,intermediate_supply
55,GSLE,supply,intermediate_supply
55,GSLG,supply,intermediate_supply
55,HS,supply,intermediate_supply
55,ORE,supply,intermediate_supply
61,22,supply,intermediate_supply
61,23,supply,intermediate_supply
61,42,supply,intermediate_supply
61,55,supply,intermediate_supply
61,61,supply,intermediate_supply
61,81,supply,intermediate_supply
61,211,supply,intermediate_supply
61,212,supply,intermediate_supply
61,213,supply,intermediate_supply
61,321,supply,intermediate_supply
61,322,supply,intermediate_supply
61,323,supply,intermediate_supply
61,324,supply,intermediate_supply
61,325,supply,intermediate_supply
61,326,supply,intermediate_supply
61,327,supply,intermediate_supply
61,331,supply,intermediate_supply
61,332,supply,intermediate_supply
61,333,supply,intermediate_supply
61,334,supply,intermediate_supply
61,335,supply,intermediate_supply
61,337,supply,intermediate_supply
61,339,supply,intermediate_supply
61,441,supply,intermediate_supply
61,445,supply,intermediate_supply
61,452,supply,intermediate_supply
61,481,supply,intermediate_supply
61,482,supply,intermediate_supply
61,483,supply,intermediate_supply
61,484,supply,intermediate_supply
61,485,supply,intermediate_supply
61,486,supply,intermediate_supply
61,493,supply,intermediate_supply
61,511,supply,intermediate_supply
61,512,supply,intermediate_supply
61,513,supply,intermediate_supply
61,514,supply,intermediate_supply
61,523,supply,intermediate_supply
61,524,supply,intermediate_supply
61,525,supply,intermediate_supply
61,561,supply,intermediate_supply
61,562,supply,intermediate_supply
61,621,supply,intermediate_supply
61,622,supply,intermediate_supply
61,623,supply,intermediate_supply
61,624,supply,intermediate_supply
61,713,supply,intermediate_supply
61,721,supply,intermediate_supply
61,722,supply,intermediate_supply
61,5411,supply,intermediate_supply
61,5415,supply,intermediate_supply
61,111CA,supply,intermediate_supply
61,113FF,supply,intermediate_supply
61,311FT,supply,intermediate_supply
61,313TT,supply,intermediate_supply
61,315AL,supply,intermediate_supply
61,3361MV,supply,intermediate_supply
61,3364OT,supply,intermediate_supply
61,487OS,supply,intermediate_supply
61,4A0,supply,intermediate_supply
61,521CI,supply,intermediate_supply
61,532RL,supply,intermediate_supply
61,5412OP,supply,intermediate_supply
61,711AS,supply,intermediate_supply
61,GFE,supply,intermediate_supply
61,GFGD,supply,intermediate_supply
61,GFGN,supply,intermediate_supply
61,GSLE,supply,intermediate_supply
61,GSLG,supply,intermediate_supply
61,HS,supply,intermediate_supply
61,ORE,supply,intermediate_supply
81,22,supply,intermediate_supply
81,23,supply,intermediate_supply
81,42,supply,intermediate_supply
81,55,supply,intermediate_supply
81,61,supply,intermediate_supply
81,81,supply,intermediate_supply
81,211,supply,intermediate_supply
81,212,supply,intermediate_supply
81,213,supply,intermediate_supply
81,321,supply,intermediate_supply
81,322,supply,intermediate_supply
81,323,supply,intermediate_supply
81,324,supply,intermediate_supply
81,325,supply,intermediate_supply
81,326,supply,intermediate_supply
81,327,supply,intermediate_supply
81,331,supply,intermediate_supply
81,332,supply,intermediate_supply
81,333,supply,intermediate_supply
81,334,supply,intermediate_supply
81,335,supply,intermediate_supply
81,337,supply,intermediate_supply
81,339,supply,intermediate_supply
81,441,supply,intermediate_supply
81,445,supply,intermediate_supply
81,452,supply,intermediate_supply
81,481,supply,intermediate_supply
81,482,supply,intermediate_supply
81,483,supply,intermediate_supply
81,484,supply,intermediate_supply
81,485,supply,intermediate_supply
81,486,supply,intermediate_supply
81,493,supply,intermediate_supply
81,511,supply,intermediate_supply
81,512,supply,intermediate_supply
81,513,supply,intermediate_supply
81,514,supply,intermediate_supply
81,523,supply,intermediate_supply
81,524,supply,intermediate_supply
81,525,supply,intermediate_supply
81,561,supply,intermediate_supply
81,562,supply,intermediate_supply
81,621,supply,intermediate_supply
81,622,supply,intermediate_supply
81,623,supply,intermediate_supply
81,624,supply,intermediate_supply
81,713,supply,intermediate_supply
81,721,supply,intermediate_supply
81,722,supply,intermediate_supply
81,5411,supply,intermediate_supply
81,5415,supply,intermediate_supply
81,111CA,supply,intermediate_supply
81,113FF,supply,intermediate_supply
81,311FT,supply,intermediate_supply
81,313TT,supply,intermediate_supply
81,315AL,supply,intermediate_supply
81,3361MV,supply,intermediate_supply
81,3364OT,supply,intermediate_supply
81,487OS,supply,intermediate_supply
81,4A0,supply,intermediate_supply
81,521CI,supply,intermediate_supply
81,532RL,supply,intermediate_supply
81,5412OP,supply,intermediate_supply
81,711AS,supply,intermediate_supply
81,GFE,supply,intermediate_supply
81,GFGD,supply,intermediate_supply
81,GFGN,supply,intermediate_supply
81,GSLE,supply,intermediate_supply
81,GSLG,supply,intermediate_supply
81,HS,supply,intermediate_supply
81,ORE,supply,intermediate_supply
211,22,supply,intermediate_supply
211,23,supply,intermediate_supply
211,42,supply,intermediate_supply
211,55,supply,intermediate_supply
211,61,supply,intermediate_supply
211,81,supply,intermediate_supply
211,211,supply,intermediate_supply
211,212,supply,intermediate_supply
211,213,supply,intermediate_supply
211,321,supply,intermediate_supply
211,322,supply,intermediate_supply
211,323,supply,intermediate_supply
211,324,supply,intermediate_supply
211,325,supply,intermediate_supply
211,326,supply,intermediate_supply
211,327,supply,intermediate_supply
211,331,supply,intermediate_supply
211,332,supply,intermediate_supply
211,333,supply,intermediate_supply
211,334,supply,intermediate_supply
211,335,supply,intermediate_supply
211,337,supply,intermediate_supply
211,339,supply,intermediate_supply
211,441,supply,intermediate_supply
211,445,supply,intermediate_supply
211,452,supply,intermediate_supply
211,481,supply,intermediate_supply
211,482,supply,intermediate_supply
211,483,supply,intermediate_supply
211,484,supply,intermediate_supply
211,485,supply,intermediate_supply
211,486,supply,intermediate_supply
211,493,supply,intermediate_supply
211,511,supply,intermediate_supply
211,512,supply,intermediate_supply
211,513,supply,intermediate_supply
211,514,supply,intermediate_supply
211,523,supply,intermediate_supply
211,524,supply,intermediate_supply
211,525,supply,intermediate_supply
211,561,supply,intermediate_supply
211,562,supply,intermediate_supply
211,621,supply,intermediate_supply
211,622,supply,intermediate_supply
211,623,supply,intermediate_supply
211,624,supply,intermediate_supply
211,713,supply,intermediate_supply
211,721,supply,intermediate_supply
211,722,supply,intermediate_supply
211,5411,supply,intermediate_supply
211,5415,supply,intermediate_supply
211,111CA,supply,intermediate_supply
211,113FF,supply,intermediate_supply
211,311FT,supply,intermediate_supply
211,313TT,supply,intermediate_supply
211,315AL,supply,intermediate_supply
211,3361MV,supply,intermediate_supply
211,3364OT,supply,intermediate_supply
211,487OS,supply,intermediate_supply
211,4A0,supply,intermediate_supply
211,521CI,supply,intermediate_supply
211,532RL,supply,intermediate_supply
211,5412OP,supply,intermediate_supply
211,711AS,supply,intermediate_supply
211,GFE,supply,intermediate_supply
211,GFGD,supply,intermediate_supply
211,GFGN,supply,intermediate_supply
211,GSLE,supply,intermediate_supply
211,GSLG,supply,intermediate_supply
211,HS,supply,intermediate_supply
211,ORE,supply,intermediate_supply
212,22,supply,intermediate_supply
212,23,supply,intermediate_supply
212,42,supply,intermediate_supply
212,55,supply,intermediate_supply
212,61,supply,intermediate_supply
212,81,supply,intermediate_supply
212,211,supply,intermediate_supply
212,212,supply,intermediate_supply
212,213,supply,intermediate_supply
212,321,supply,intermediate_supply
212,322,supply,intermediate_supply
212,323,supply,intermediate_supply
212,324,supply,intermediate_supply
212,325,supply,intermediate_supply
212,326,supply,intermediate_supply
212,327,supply,intermediate_supply
212,331,supply,intermediate_supply
212,332,supply,intermediate_supply
212,333,supply,intermediate_supply
212,334,supply,intermediate_supply
212,335,supply,intermediate_supply
212,337,supply,intermediate_supply
212,339,supply,intermediate_supply
212,441,supply,intermediate_supply
