commodities,sectors,table,subtable
514,F02R,use,exogenous_final_demand
514,F02S,use,exogenous_final_demand
514,F030,use,exogenous_final_demand
514,F06C,use,exogenous_final_demand
514,F06E,use,exogenous_final_demand
514,F06N,use,exogenous_final_demand
514,F06S,use,exogenous_final_demand
514,F07C,use,exogenous_final_demand
514,F07E,use,exogenous_final_demand
514,F07N,use,exogenous_final_demand
514,F07S,use,exogenous_final_demand
514,F10C,use,exogenous_final_demand
514,F10E,use,exogenous_final_demand
514,F10N,use,exogenous_final_demand
514,F10S,use,exogenous_final_demand
523,F02E,use,exogenous_final_demand
523,F02N,use,exogenous_final_demand
523,F02R,use,exogenous_final_demand
523,F02S,use,exogenous_final_demand
523,F030,use,exogenous_final_demand
523,F06C,use,exogenous_final_demand
523,F06E,use,exogenous_final_demand
523,F06N,use,exogenous_final_demand
523,F06S,use,exogenous_final_demand
523,F07C,use,exogenous_final_demand
523,F07E,use,exogenous_final_demand
523,F07N,use,exogenous_final_demand
523,F07S,use,exogenous_final_demand
523,F10C,use,exogenous_final_demand
523,F10E,use,exogenous_final_demand
523,F10N,use,exogenous_final_demand
523,F10S,use,exogenous_final_demand
524,F02E,use,exogenous_final_demand
524,F02N,use,exogenous_final_demand
524,F02R,use,exogenous_final_demand
524,F02S,use,exogenous_final_demand
524,F030,use,exogenous_final_demand
524,F06C,use,exogenous_final_demand
524,F06E,use,exogenous_final_demand
524,F06N,use,exogenous_final_demand
524,F06S,use,exogenous_final_demand
524,F07C,use,exogenous_final_demand
524,F07E,use,exogenous_final_demand
524,F07N,use,exogenous_final_demand
524,F07S,use,exogenous_final_demand
524,F10C,use,exogenous_final_demand
524,F10E,use,exogenous_final_demand
524,F10N,use,exogenous_final_demand
524,F10S,use,exogenous_final_demand
525,F02E,use,exogenous_final_demand
525,F02N,use,exogenous_final_demand
525,F02R,use,exogenous_final_demand
525,F02S,use,exogenous_final_demand
525,F030,use,exogenous_final_demand
525,F06C,use,exogenous_final_demand
525,F06E,use,exogenous_final_demand
525,F06N,use,exogenous_final_demand
525,F06S,use,exogenous_final_demand
525,F07C,use,exogenous_final_demand
525,F07E,use,exogenous_final_demand
525,F07N,use,exogenous_final_demand
525,F07S,use,exogenous_final_demand
525,F10C,use,exogenous_final_demand
525,F10E,use,exogenous_final_demand
525,F10N,use,exogenous_final_demand
525,F10S,use,exogenous_final_demand
561,F02E,use,exogenous_final_demand
561,F02N,use,exogenous_final_demand
561,F02R,use,exogenous_final_demand
561,F02S,use,exogenous_final_demand
561,F030,use,exogenous_final_demand
561,F06C,use,exogenous_final_demand
561,F06E,use,exogenous_final_demand
561,F06N,use,exogenous_final_demand
561,F06S,use,exogenous_final_demand
561,F07C,use,exogenous_final_demand
561,F07E,use,exogenous_final_demand
561,F07N,use,exogenous_final_demand
561,F07S,use,exogenous_final_demand
561,F10C,use,exogenous_final_demand
561,F10E,use,exogenous_final_demand
561,F10N,use,exogenous_final_demand
561,F10S,use,exogenous_final_demand
562,F02E,use,exogenous_final_demand
562,F02N,use,exogenous_final_demand
562,F02R,use,exogenous_final_demand
562,F02S,use,exogenous_final_demand
562,F030,use,exogenous_final_demand
562,F06C,use,exogenous_final_demand
562,F06E,use,exogenous_final_demand
562,F06N,use,exogenous_final_demand
562,F06S,use,exogenous_final_demand
562,F07C,use,exogenous_final_demand
562,F07E,use,exogenous_final_demand
562,F07N,use,exogenous_final_demand
562,F07S,use,exogenous_final_demand
562,F10C,use,exogenous_final_demand
562,F10E,use,exogenous_final_demand
562,F10N,use,exogenous_final_demand
562,F10S,use,exogenous_final_demand
621,F02E,use,exogenous_final_demand
621,F02N,use,exogenous_final_demand
621,F02R,use,exogenous_final_demand
621,F02S,use,exogenous_final_demand
621,F030,use,exogenous_final_demand
621,F06C,use,exogenous_final_demand
621,F06E,use,exogenous_final_demand
621,F06N,use,exogenous_final_demand
621,F06S,use,exogenous_final_demand
621,F07C,use,exogenous_final_demand
621,F07E,use,exogenous_final_demand
621,F07N,use,exogenous_final_demand
621,F07S,use,exogenous_final_demand
621,F10C,use,exogenous_final_demand
621,F10E,use,exogenous_final_demand
621,F10N,use,exogenous_final_demand
621,F10S,use,exogenous_final_demand
622,F02E,use,exogenous_final_demand
622,F02N,use,exogenous_final_demand
622,F02R,use,exogenous_final_demand
622,F02S,use,exogenous_final_demand
622,F030,use,exogenous_final_demand
622,F06C,use,exogenous_final_demand
622,F06E,use,exogenous_final_demand
622,F06N,use,exogenous_final_demand
622,F06S,use,exogenous_final_demand
622,F07C,use,exogenous_final_demand
622,F07E,use,exogenous_final_demand
622,F07N,use,exogenous_final_demand
622,F07S,use,exogenous_final_demand
622,F10C,use,exogenous_final_demand
622,F10E,use,exogenous_final_demand
622,F10N,use,exogenous_final_demand
622,F10S,use,exogenous_final_demand
623,F02E,use,exogenous_final_demand
623,F02N,use,exogenous_final_demand
623,F02R,use,exogenous_final_demand
623,F02S,use,exogenous_final_demand
623,F030,use,exogenous_final_demand
623,F06C,use,exogenous_final_demand
623,F06E,use,exogenous_final_demand
623,F06N,use,exogenous_final_demand
623,F06S,use,exogenous_final_demand
623,F07C,use,exogenous_final_demand
623,F07E,use,exogenous_final_demand
623,F07N,use,exogenous_final_demand
623,F07S,use,exogenous_final_demand
623,F10C,use,exogenous_final_demand
623,F10E,use,exogenous_final_demand
623,F10N,use,exogenous_final_demand
623,F10S,use,exogenous_final_demand
624,F02E,use,exogenous_final_demand
624,F02N,use,exogenous_final_demand
624,F02R,use,exogenous_final_demand
624,F02S,use,exogenous_final_demand
624,F030,use,exogenous_final_demand
624,F06C,use,exogenous_final_demand
624,F06E,use,exogenous_final_demand
624,F06N,use,exogenous_final_demand
624,F06S,use,exogenous_final_demand
624,F07C,use,exogenous_final_demand
624,F07E,use,exogenous_final_demand
624,F07N,use,exogenous_final_demand
624,F07S,use,exogenous_final_demand
624,F10C,use,exogenous_final_demand
624,F10E,use,exogenous_final_demand
624,F10N,use,exogenous_final_demand
624,F10S,use,exogenous_final_demand
713,F02E,use,exogenous_final_demand
713,F02N,use,exogenous_final_demand
713,F02R,use,exogenous_final_demand
713,F02S,use,exogenous_final_demand
713,F030,use,exogenous_final_demand
713,F06C,use,exogenous_final_demand
713,F06E,use,exogenous_final_demand
713,F06N,use,exogenous_final_demand
713,F06S,use,exogenous_final_demand
713,F07C,use,exogenous_final_demand
713,F07E,use,exogenous_final_demand
713,F07N,use,exogenous_final_demand
713,F07S,use,exogenous_final_demand
713,F10C,use,exogenous_final_demand
713,F10E,use,exogenous_final_demand
713,F10N,use,exogenous_final_demand
713,F10S,use,exogenous_final_demand
721,F02E,use,exogenous_final_demand
721,F02N,use,exogenous_final_demand
721,F02R,use,exogenous_final_demand
721,F02S,use,exogenous_final_demand
721,F030,use,exogenous_final_demand
721,F06C,use,exogenous_final_demand
721,F06E,use,exogenous_final_demand
721,F06N,use,exogenous_final_demand
721,F06S,use,exogenous_final_demand
721,F07C,use,exogenous_final_demand
721,F07E,use,exogenous_final_demand
721,F07N,use,exogenous_final_demand
721,F07S,use,exogenous_final_demand
721,F10C,use,exogenous_final_demand
721,F10E,use,exogenous_final_demand
721,F10N,use,exogenous_final_demand
721,F10S,use,exogenous_final_demand
722,F02E,use,exogenous_final_demand
722,F02N,use,exogenous_final_demand
722,F02R,use,exogenous_final_demand
722,F02S,use,exogenous_final_demand
722,F030,use,exogenous_final_demand
722,F06C,use,exogenous_final_demand
722,F06E,use,exogenous_final_demand
722,F06N,use,exogenous_final_demand
722,F06S,use,exogenous_final_demand
722,F07C,use,exogenous_final_demand
722,F07E,use,exogenous_final_demand
722,F07N,use,exogenous_final_demand
722,F07S,use,exogenous_final_demand
722,F10C,use,exogenous_final_demand
722,F10E,use,exogenous_final_demand
722,F10N,use,exogenous_final_demand
722,F10S,use,exogenous_final_demand
5411,F02E,use,exogenous_final_demand
5411,F02N,use,exogenous_final_demand
5411,F02R,use,exogenous_final_demand
5411,F02S,use,exogenous_final_demand
5411,F030,use,exogenous_final_demand
5411,F06C,use,exogenous_final_demand
5411,F06E,use,exogenous_final_demand
5411,F06N,use,exogenous_final_demand
5411,F06S,use,exogenous_final_demand
5411,F07C,use,exogenous_final_demand
5411,F07E,use,exogenous_final_demand
5411,F07N,use,exogenous_final_demand
5411,F07S,use,exogenous_final_demand
5411,F10C,use,exogenous_final_demand
5411,F10E,use,exogenous_final_demand
5411,F10N,use,exogenous_final_demand
5411,F10S,use,exogenous_final_demand
5415,F02E,use,exogenous_final_demand
5415,F02N,use,exogenous_final_demand
5415,F02R,use,exogenous_final_demand
5415,F02S,use,exogenous_final_demand
5415,F030,use,exogenous_final_demand
5415,F06C,use,exogenous_final_demand
5415,F06E,use,exogenous_final_demand
5415,F06N,use,exogenous_final_demand
5415,F06S,use,exogenous_final_demand
5415,F07C,use,exogenous_final_demand
5415,F07E,use,exogenous_final_demand
5415,F07N,use,exogenous_final_demand
5415,F07S,use,exogenous_final_demand
5415,F10C,use,exogenous_final_demand
5415,F10E,use,exogenous_final_demand
5415,F10N,use,exogenous_final_demand
5415,F10S,use,exogenous_final_demand
111CA,F02E,use,exogenous_final_demand
111CA,F02N,use,exogenous_final_demand
111CA,F02R,use,exogenous_final_demand
111CA,F02S,use,exogenous_final_demand
111CA,F030,use,exogenous_final_demand
111CA,F06C,use,exogenous_final_demand
111CA,F06E,use,exogenous_final_demand
111CA,F06N,use,exogenous_final_demand
111CA,F06S,use,exogenous_final_demand
111CA,F07C,use,exogenous_final_demand
111CA,F07E,use,exogenous_final_demand
111CA,F07N,use,exogenous_final_demand
111CA,F07S,use,exogenous_final_demand
111CA,F10C,use,exogenous_final_demand
111CA,F10E,use,exogenous_final_demand
111CA,F10N,use,exogenous_final_demand
111CA,F10S,use,exogenous_final_demand
113FF,F02E,use,exogenous_final_demand
113FF,F02N,use,exogenous_final_demand
113FF,F02R,use,exogenous_final_demand
113FF,F02S,use,exogenous_final_demand
113FF,F030,use,exogenous_final_demand
113FF,F06C,use,exogenous_final_demand
113FF,F06E,use,exogenous_final_demand
113FF,F06N,use,exogenous_final_demand
113FF,F06S,use,exogenous_final_demand
113FF,F07C,use,exogenous_final_demand
113FF,F07E,use,exogenous_final_demand
113FF,F07N,use,exogenous_final_demand
113FF,F07S,use,exogenous_final_demand
113FF,F10C,use,exogenous_final_demand
113FF,F10E,use,exogenous_final_demand
113FF,F10N,use,exogenous_final_demand
113FF,F10S,use,exogenous_final_demand
311FT,F02E,use,exogenous_final_demand
311FT,F02N,use,exogenous_final_demand
311FT,F02R,use,exogenous_final_demand
311FT,F02S,use,exogenous_final_demand
311FT,F030,use,exogenous_final_demand
311FT,F06C,use,exogenous_final_demand
311FT,F06E,use,exogenous_final_demand
311FT,F06N,use,exogenous_final_demand
311FT,F06S,use,exogenous_final_demand
311FT,F07C,use,exogenous_final_demand
311FT,F07E,use,exogenous_final_demand
311FT,F07N,use,exogenous_final_demand
311FT,F07S,use,exogenous_final_demand
311FT,F10C,use,exogenous_final_demand
311FT,F10E,use,exogenous_final_demand
311FT,F10N,use,exogenous_final_demand
311FT,F10S,use,exogenous_final_demand
313TT,F02E,use,exogenous_final_demand
313TT,F02N,use,exogenous_final_demand
313TT,F02R,use,exogenous_final_demand
313TT,F02S,use,exogenous_final_demand
313TT,F030,use,exogenous_final_demand
313TT,F06C,use,exogenous_final_demand
313TT,F06E,use,exogenous_final_demand
313TT,F06N,use,exogenous_final_demand
313TT,F06S,use,exogenous_final_demand
313TT,F07C,use,exogenous_final_demand
313TT,F07E,use,exogenous_final_demand
313TT,F07N,use,exogenous_final_demand
313TT,F07S,use,exogenous_final_demand
313TT,F10C,use,exogenous_final_demand
313TT,F10E,use,exogenous_final_demand
313TT,F10N,use,exogenous_final_demand
313TT,F10S,use,exogenous_final_demand
315AL,F02E,use,exogenous_final_demand
315AL,F02N,use,exogenous_final_demand
315AL,F02R,use,exogenous_final_demand
315AL,F02S,use,exogenous_final_demand
315AL,F030,use,exogenous_final_demand
315AL,F06C,use,exogenous_final_demand
315AL,F06E,use,exogenous_final_demand
315AL,F06N,use,exogenous_final_demand
315AL,F06S,use,exogenous_final_demand
315AL,F07C,use,exogenous_final_demand
315AL,F07E,use,exogenous_final_demand
315AL,F07N,use,exogenous_final_demand
315AL,F07S,use,exogenous_final_demand
315AL,F10C,use,exogenous_final_demand
315AL,F10E,use,exogenous_final_demand
315AL,F10N,use,exogenous_final_demand
315AL,F10S,use,exogenous_final_demand
3361MV,F02E,use,exogenous_final_demand
3361MV,F02N,use,exogenous_final_demand
3361MV,F02R,use,exogenous_final_demand
3361MV,F02S,use,exogenous_final_demand
3361MV,F030,use,exogenous_final_demand
3361MV,F06C,use,exogenous_final_demand
3361MV,F06E,use,exogenous_final_demand
3361MV,F06N,use,exogenous_final_demand
3361MV,F06S,use,exogenous_final_demand
3361MV,F07C,use,exogenous_final_demand
3361MV,F07E,use,exogenous_final_demand
3361MV,F07N,use,exogenous_final_demand
3361MV,F07S,use,exogenous_final_demand
3361MV,F10C,use,exogenous_final_demand
3361MV,F10E,use,exogenous_final_demand
3361MV,F10N,use,exogenous_final_demand
3361MV,F10S,use,exogenous_final_demand
3364OT,F02E,use,exogenous_final_demand
3364OT,F02N,use,exogenous_final_demand
3364OT,F02R,use,exogenous_final_demand
3364OT,F02S,use,exogenous_final_demand
3364OT,F030,use,exogenous_final_demand
3364OT,F06C,use,exogenous_final_demand
3364OT,F06E,use,exogenous_final_demand
3364OT,F06N,use,exogenous_final_demand
3364OT,F06S,use,exogenous_final_demand
3364OT,F07C,use,exogenous_final_demand
3364OT,F07E,use,exogenous_final_demand
3364OT,F07N,use,exogenous_final_demand
3364OT,F07S,use,exogenous_final_demand
3364OT,F10C,use,exogenous_final_demand
3364OT,F10E,use,exogenous_final_demand
3364OT,F10N,use,exogenous_final_demand
3364OT,F10S,use,exogenous_final_demand
487OS,F02E,use,exogenous_final_demand
487OS,F02N,use,exogenous_final_demand
487OS,F02R,use,exogenous_final_demand
487OS,F02S,use,exogenous_final_demand
487OS,F030,use,exogenous_final_demand
487OS,F06C,use,exogenous_final_demand
487OS,F06E,use,exogenous_final_demand
487OS,F06N,use,exogenous_final_demand
487OS,F06S,use,exogenous_final_demand
487OS,F07C,use,exogenous_final_demand
487OS,F07E,use,exogenous_final_demand
487OS,F07N,use,exogenous_final_demand
487OS,F07S,use,exogenous_final_demand
487OS,F10C,use,exogenous_final_demand
487OS,F10E,use,exogenous_final_demand
487OS,F10N,use,exogenous_final_demand
487OS,F10S,use,exogenous_final_demand
4A0,F02E,use,exogenous_final_demand
4A0,F02N,use,exogenous_final_demand
4A0,F02R,use,exogenous_final_demand
4A0,F02S,use,exogenous_final_demand
4A0,F030,use,exogenous_final_demand
4A0,F06C,use,exogenous_final_demand
4A0,F06E,use,exogenous_final_demand
4A0,F06N,use,exogenous_final_demand
4A0,F06S,use,exogenous_final_demand
4A0,F07C,use,exogenous_final_demand
4A0,F07E,use,exogenous_final_demand
4A0,F07N,use,exogenous_final_demand
4A0,F07S,use,exogenous_final_demand
4A0,F10C,use,exogenous_final_demand
4A0,F10E,use,exogenous_final_demand
4A0,F10N,use,exogenous_final_demand
4A0,F10S,use,exogenous_final_demand
521CI,F02E,use,exogenous_final_demand
521CI,F02N,use,exogenous_final_demand
521CI,F02R,use,exogenous_final_demand
521CI,F02S,use,exogenous_final_demand
521CI,F030,use,exogenous_final_demand
521CI,F06C,use,exogenous_final_demand
521CI,F06E,use,exogenous_final_demand
521CI,F06N,use,exogenous_final_demand
521CI,F06S,use,exogenous_final_demand
521CI,F07C,use,exogenous_final_demand
521CI,F07E,use,exogenous_final_demand
521CI,F07N,use,exogenous_final_demand
521CI,F07S,use,exogenous_final_demand
521CI,F10C,use,exogenous_final_demand
521CI,F10E,use,exogenous_final_demand
521CI,F10N,use,exogenous_final_demand
521CI,F10S,use,exogenous_final_demand
532RL,F02E,use,exogenous_final_demand
532RL,F02N,use,exogenous_final_demand
532RL,F02R,use,exogenous_final_demand
532RL,F02S,use,exogenous_final_demand
532RL,F030,use,exogenous_final_demand
532RL,F06C,use,exogenous_final_demand
532RL,F06E,use,exogenous_final_demand
532RL,F06N,use,exogenous_final_demand
532RL,F06S,use,exogenous_final_demand
532RL,F07C,use,exogenous_final_demand
532RL,F07E,use,exogenous_final_demand
532RL,F07N,use,exogenous_final_demand
532RL,F07S,use,exogenous_final_demand
532RL,F10C,use,exogenous_final_demand
532RL,F10E,use,exogenous_final_demand
532RL,F10N,use,exogenous_final_demand
532RL,F10S,use,exogenous_final_demand
5412OP,F02E,use,exogenous_final_demand
5412OP,F02N,use,exogenous_final_demand
5412OP,F02R,use,exogenous_final_demand
5412OP,F02S,use,exogenous_final_demand
5412OP,F030,use,exogenous_final_demand
5412OP,F06C,use,exogenous_final_demand
5412OP,F06E,use,exogenous_final_demand
5412OP,F06N,use,exogenous_final_demand
5412OP,F06S,use,exogenous_final_demand
5412OP,F07C,use,exogenous_final_demand
5412OP,F07E,use,exogenous_final_demand
5412OP,F07N,use,exogenous_final_demand
5412OP,F07S,use,exogenous_final_demand
5412OP,F10C,use,exogenous_final_demand
5412OP,F10E,use,exogenous_final_demand
5412OP,F10N,use,exogenous_final_demand
5412OP,F10S,use,exogenous_final_demand
711AS,F02E,use,exogenous_final_demand
711AS,F02N,use,exogenous_final_demand
711AS,F02R,use,exogenous_final_demand
711AS,F02S,use,exogenous_final_demand
711AS,F030,use,exogenous_final_demand
711AS,F06C,use,exogenous_final_demand
711AS,F06E,use,exogenous_final_demand
711AS,F06N,use,exogenous_final_demand
711AS,F06S,use,exogenous_final_demand
711AS,F07C,use,exogenous_final_demand
711AS,F07E,use,exogenous_final_demand
711AS,F07N,use,exogenous_final_demand
711AS,F07S,use,exogenous_final_demand
711AS,F10C,use,exogenous_final_demand
711AS,F10E,use,exogenous_final_demand
711AS,F10N,use,exogenous_final_demand
711AS,F10S,use,exogenous_final_demand
GFE,F02E,use,exogenous_final_demand
GFE,F02N,use,exogenous_final_demand
GFE,F02R,use,exogenous_final_demand
GFE,F02S,use,exogenous_final_demand
GFE,F030,use,exogenous_final_demand
GFE,F06C,use,exogenous_final_demand
GFE,F06E,use,exogenous_final_demand
GFE,F06N,use,exogenous_final_demand
GFE,F06S,use,exogenous_final_demand
GFE,F07C,use,exogenous_final_demand
GFE,F07E,use,exogenous_final_demand
GFE,F07N,use,exogenous_final_demand
