yr,i,j,value,
2002,rnt,gmt,0.7032923647082250,
2017,rnt,gmt,2.0213332780735700,
2016,rnt,gmt,2.0156634433070400,
2015,rnt,gmt,2.1713387381003100,
1998,rnt,gmt,0.6576963099771400,
2004,rnt,gmt,1.4602905322036800,
2000,rnt,gmt,0.8860193021634550,
1997,rnt,gmt,0.6476323611782920,
2007,rnt,gmt,1.5884334813874800,
2010,rnt,gmt,2.1589646974831300,
2003,rnt,gmt,1.2146238590039200,
2011,rnt,gmt,2.0128037188027900,
2001,rnt,gmt,0.9014412818964680,
2008,pla,gmt,0.3422323697829290,
2009,pla,gmt,0.3612082321860940,
2005,pla,gmt,0.2972438872279140,
2006,pla,gmt,0.3470435499015450,
2012,pla,gmt,0.3478875012058220,
2014,pla,gmt,0.3569961565331930,
2013,pla,gmt,0.3618749374850570,
1999,pla,gmt,0.3047822613528300,
2002,pla,gmt,0.2092823053580610,
2017,pla,gmt,0.4148960486273680,
2016,pla,gmt,0.3300591939542290,
2015,pla,gmt,0.3361170225674360,
1998,pla,gmt,0.2717637307331840,
2004,pla,gmt,0.3339045606803240,
2000,pla,gmt,0.2759918085691580,
1997,pla,gmt,0.3064200081309340,
2007,pla,gmt,0.3708290453143910,
2010,pla,gmt,0.4364187283994070,
2003,pla,gmt,0.2888619061490110,
2011,pla,gmt,0.3638841355775830,
2001,pla,gmt,0.2539101768427870,
2008,fof,gmt,#N/A,
2009,fof,gmt,#N/A,
2005,fof,gmt,#N/A,
2006,fof,gmt,#N/A,
2012,fof,gmt,#N/A,
2014,fof,gmt,#N/A,
2013,fof,gmt,#N/A,
1999,fof,gmt,#N/A,
2002,fof,gmt,#N/A,
2017,fof,gmt,#N/A,
2016,fof,gmt,#N/A,
2015,fof,gmt,#N/A,
1998,fof,gmt,#N/A,
2004,fof,gmt,#N/A,
2000,fof,gmt,#N/A,
1997,fof,gmt,#N/A,
2007,fof,gmt,#N/A,
2010,fof,gmt,#N/A,
2003,fof,gmt,#N/A,
2011,fof,gmt,#N/A,
2001,fof,gmt,#N/A,
2008,fin,gmt,#N/A,
2009,fin,gmt,#N/A,
2005,fin,gmt,#N/A,
2006,fin,gmt,#N/A,
2012,fin,gmt,#N/A,
2014,fin,gmt,#N/A,
2013,fin,gmt,#N/A,
1999,fin,gmt,#N/A,
2002,fin,gmt,#N/A,
2017,fin,gmt,#N/A,
2016,fin,gmt,#N/A,
2015,fin,gmt,#N/A,
1998,fin,gmt,#N/A,
2004,fin,gmt,#N/A,
2000,fin,gmt,#N/A,
1997,fin,gmt,#N/A,
2007,fin,gmt,#N/A,
2010,fin,gmt,#N/A,
2003,fin,gmt,#N/A,
2011,fin,gmt,#N/A,
2001,fin,gmt,#N/A,
2008,tsv,gmt,7.2592491068339500,
2009,tsv,gmt,7.6317812740955900,
2005,tsv,gmt,7.3239170278403100,
2006,tsv,gmt,7.3532393759819300,
2012,tsv,gmt,7.2503361537834700,
2014,tsv,gmt,7.4438834984648900,
2013,tsv,gmt,7.6920909142238100,
1999,tsv,gmt,7.0629733096709300,
2002,tsv,gmt,5.4296452513558200,
2017,tsv,gmt,7.9258409568980900,
2016,tsv,gmt,7.7025172971362500,
2015,tsv,gmt,7.8204345871583400,
1998,tsv,gmt,6.7490531405146100,
2004,tsv,gmt,7.6296523675156700,
2000,tsv,gmt,6.4055678289790800,
1997,tsv,gmt,6.7294578234506800,
2007,tsv,gmt,7.7753751697080100,
2010,tsv,gmt,8.5070805888107700,
2003,tsv,gmt,6.6831072835822500,
2011,tsv,gmt,7.5808273922354000,
2001,tsv,gmt,5.8509655574857800,
2008,nrs,gmt,#N/A,
2009,nrs,gmt,#N/A,
2005,nrs,gmt,#N/A,
2006,nrs,gmt,#N/A,
2012,nrs,gmt,#N/A,
2014,nrs,gmt,#N/A,
2013,nrs,gmt,#N/A,
1999,nrs,gmt,#N/A,
2002,nrs,gmt,#N/A,
2017,nrs,gmt,#N/A,
2016,nrs,gmt,#N/A,
2015,nrs,gmt,#N/A,
1998,nrs,gmt,#N/A,
2004,nrs,gmt,#N/A,
2000,nrs,gmt,#N/A,
1997,nrs,gmt,#N/A,
2007,nrs,gmt,#N/A,
2010,nrs,gmt,#N/A,
2003,nrs,gmt,#N/A,
2011,nrs,gmt,#N/A,
2001,nrs,gmt,#N/A,
2008,sec,gmt,0.1313121805673600,
2009,sec,gmt,0.1742010072942070,
2005,sec,gmt,0.2381480445036010,
2006,sec,gmt,0.3133106294232250,
2012,sec,gmt,0.3482238282374650,
2014,sec,gmt,0.3727843356178040,
2013,sec,gmt,0.3464386185504050,
1999,sec,gmt,0.2122134052937210,
2002,sec,gmt,0.1237137521412010,
2017,sec,gmt,0.4116636880995320,
2016,sec,gmt,0.4013660798848040,
2015,sec,gmt,0.3685924482025750,
1998,sec,gmt,0.1584114372188910,
2004,sec,gmt,0.2680913931739850,
2000,sec,gmt,0.1560187535994160,
1997,sec,gmt,0.1623475107868840,
2007,sec,gmt,0.3322688743857100,
2010,sec,gmt,0.2319966134847770,
2003,sec,gmt,0.2350690315948160,
2011,sec,gmt,0.2726524948079450,
2001,sec,gmt,0.2110009340710490,
2008,art,gmt,0.0307276804652126,
2009,art,gmt,0.0328437632652871,
2005,art,gmt,0.0237639785688696,
2006,art,gmt,0.0267260932962449,
2012,art,gmt,0.0396137680269229,
2014,art,gmt,0.0396122827879570,
2013,art,gmt,0.0405905424899398,
1999,art,gmt,0.0138195441371238,
2002,art,gmt,0.0138448377254282,
2017,art,gmt,0.0514710037925483,
2016,art,gmt,0.0405819362616981,
2015,art,gmt,0.0425460774568414,
1998,art,gmt,0.0108582228225065,
2004,art,gmt,0.0247276716665539,
2000,art,gmt,0.0138491165286193,
1997,art,gmt,0.0128218526298963,
2007,art,gmt,0.0326362209279078,
2010,art,gmt,0.0385987826023701,
2003,art,gmt,0.0207672129444106,
2011,art,gmt,0.0346515246246592,
2001,art,gmt,0.0138839447405774,
2008,mov,gmt,#N/A,
2009,mov,gmt,#N/A,
2005,mov,gmt,#N/A,
2006,mov,gmt,#N/A,
2012,mov,gmt,#N/A,
2014,mov,gmt,#N/A,
2013,mov,gmt,#N/A,
1999,mov,gmt,#N/A,
2002,mov,gmt,#N/A,
2017,mov,gmt,#N/A,
2016,mov,gmt,#N/A,
2015,mov,gmt,#N/A,
1998,mov,gmt,#N/A,
2004,mov,gmt,#N/A,
2000,mov,gmt,#N/A,
1997,mov,gmt,#N/A,
2007,mov,gmt,#N/A,
2010,mov,gmt,#N/A,
2003,mov,gmt,#N/A,
2011,mov,gmt,#N/A,
2001,mov,gmt,#N/A,
2008,fpd,gmt,0.0020003351267634,
2009,fpd,gmt,#N/A,
2005,fpd,gmt,0.0010025814255913,
2006,fpd,gmt,0.0010029974873590,
2012,fpd,gmt,0.0080123815669891,
2014,fpd,gmt,0.0040050373149788,
2013,fpd,gmt,0.0030030150170971,
1999,fpd,gmt,0.0059986382809305,
2002,fpd,gmt,0.0030025459131125,
2017,fpd,gmt,0.0050046870910951,
2016,fpd,gmt,0.0030022170835137,
2015,fpd,gmt,0.0040017906605729,
1998,fpd,gmt,0.0059913650103968,
2004,fpd,gmt,0.0010020582595807,
2000,fpd,gmt,0.0059976648813269,
1997,fpd,gmt,0.0049879564543596,
2007,fpd,gmt,0.0020013376877565,
2010,fpd,gmt,#N/A,
2003,fpd,gmt,0.0020013208546300,
2011,fpd,gmt,#N/A,
2001,fpd,gmt,0.0049502557400506,
2008,slg,gmt,#N/A,
2009,slg,gmt,#N/A,
2005,slg,gmt,#N/A,
2006,slg,gmt,#N/A,
2012,slg,gmt,#N/A,
2014,slg,gmt,#N/A,
2013,slg,gmt,#N/A,
1999,slg,gmt,#N/A,
2002,slg,gmt,#N/A,
2017,slg,gmt,#N/A,
2016,slg,gmt,#N/A,
2015,slg,gmt,#N/A,
1998,slg,gmt,#N/A,
2004,slg,gmt,#N/A,
2000,slg,gmt,#N/A,
1997,slg,gmt,#N/A,
2007,slg,gmt,#N/A,
2010,slg,gmt,#N/A,
2003,slg,gmt,#N/A,
2011,slg,gmt,#N/A,
2001,slg,gmt,#N/A,
2008,pri,gmt,0.1755121575891220,
2009,pri,gmt,0.1650330215748340,
2005,pri,gmt,0.1602416905807990,
2006,pri,gmt,0.1642161639481450,
2012,pri,gmt,0.1632249663092650,
2014,pri,gmt,0.1703433932208470,
2013,pri,gmt,0.1593248985958610,
1999,pri,gmt,0.1204787118542690,
2002,pri,gmt,0.0815956907755353,
2017,pri,gmt,0.1602937636285250,
2016,pri,gmt,0.1656548428025490,
2015,pri,gmt,0.1622705596696950,
1998,pri,gmt,0.1121875589825530,
2004,pri,gmt,0.1591379590875840,
2000,pri,gmt,0.1139175656799270,
1997,pri,gmt,0.1240942363704980,
2007,pri,gmt,0.1812470512869790,
2010,pri,gmt,0.2017558511241150,
2003,pri,gmt,0.1250431631857910,
2011,pri,gmt,0.1835425760084290,
2001,pri,gmt,0.1096188405573360,
2008,grd,gmt,0.0089617022188118,
2009,grd,gmt,0.0099667295069984,
2005,grd,gmt,0.0059517339538752,
2006,grd,gmt,0.0079324957238073,
2012,grd,gmt,0.0119021763912127,
2014,grd,gmt,0.0148739477249445,
2013,grd,gmt,0.0128883954857558,
1999,grd,gmt,0.0029718250834251,
2002,grd,gmt,0.0019819637162676,
2017,grd,gmt,0.0168383836707017,
2016,grd,gmt,0.0168427220427173,
2015,grd,gmt,0.0158500142306608,
1998,grd,gmt,0.0029685589989621,
2004,grd,gmt,0.0059462418723130,
2000,grd,gmt,0.0029801669843114,
1997,grd,gmt,0.0029676010857753,
2007,grd,gmt,0.0089197786024562,
2010,grd,gmt,0.0118985154910953,
2003,grd,gmt,0.0039639699626482,
2011,grd,gmt,0.0129022198816691,
2001,grd,gmt,0.0029831300170207,
2008,pip,gmt,#N/A,
2009,pip,gmt,#N/A,
2005,pip,gmt,#N/A,
2006,pip,gmt,#N/A,
2012,pip,gmt,#N/A,
2014,pip,gmt,#N/A,
2013,pip,gmt,#N/A,
1999,pip,gmt,#N/A,
2002,pip,gmt,#N/A,
2017,pip,gmt,#N/A,
2016,pip,gmt,#N/A,
2015,pip,gmt,#N/A,
1998,pip,gmt,#N/A,
2004,pip,gmt,#N/A,
2000,pip,gmt,#N/A,
1997,pip,gmt,#N/A,
2007,pip,gmt,#N/A,
2010,pip,gmt,#N/A,
2003,pip,gmt,#N/A,
2011,pip,gmt,#N/A,
2001,pip,gmt,#N/A,
2008,sle,gmt,0.0783542964800489,
2009,sle,gmt,0.0877216107785873,
2005,sle,gmt,0.0684530480934089,
2006,sle,gmt,0.0733939995873968,
2012,sle,gmt,0.1071103579224570,
2014,sle,gmt,0.1140272094877210,
2013,sle,gmt,0.1150184144431010,
1999,sle,gmt,0.0544397832633135,
2002,sle,gmt,0.0416175324717998,
2017,sle,gmt,0.1327399175829800,
2016,sle,gmt,0.1208821486431620,
2015,sle,gmt,0.1158980893564840,
1998,sle,gmt,0.0514650808818549,
2004,sle,gmt,0.0713814694506377,
2000,sle,gmt,0.0475509982037997,
1997,sle,gmt,0.0573780872112528,
2007,sle,gmt,0.0743030567117688,
2010,sle,gmt,0.1140447227564140,
2003,sle,gmt,0.0594695312029872,
2011,sle,gmt,0.1130455801170810,
2001,sle,gmt,0.0377597620944537,
2008,osv,gmt,1.4606084298300100,
2009,osv,gmt,1.5637735649994500,
2005,osv,gmt,1.3483537790866700,
2006,osv,gmt,1.4115004175779100,
2012,osv,gmt,1.6240771807437800,
2014,osv,gmt,1.7310280917251900,
2013,osv,gmt,1.6415592221936800,
1999,osv,gmt,1.4675627315584000,
2002,osv,gmt,0.9487260461009880,
2017,osv,gmt,1.8849091911205600,
2016,osv,gmt,1.6942452168846700,
2015,osv,gmt,1.8047721834227900,
1998,osv,gmt,1.5553942994021900,
2004,osv,gmt,1.4336118885640500,
2000,osv,gmt,1.1783053377876100,
1997,osv,gmt,1.6803976448784100,
2007,osv,gmt,1.5027120717959700,
2010,osv,gmt,1.8175644955895000,
2003,osv,gmt,1.2773033787811800,
2011,osv,gmt,1.7851443752747300,
2001,osv,gmt,1.2267566010921400,
2008,trn,gmt,#N/A,
2009,trn,gmt,#N/A,
2005,trn,gmt,#N/A,
2006,trn,gmt,#N/A,
2012,trn,gmt,#N/A,
2014,trn,gmt,#N/A,
2013,trn,gmt,#N/A,
1999,trn,gmt,#N/A,
2002,trn,gmt,#N/A,
2017,trn,gmt,#N/A,
2016,trn,gmt,#N/A,
2015,trn,gmt,#N/A,
1998,trn,gmt,#N/A,
2004,trn,gmt,#N/A,
2000,trn,gmt,#N/A,
1997,trn,gmt,#N/A,
2007,trn,gmt,#N/A,
2010,trn,gmt,#N/A,
2003,trn,gmt,#N/A,
2011,trn,gmt,#N/A,
2001,trn,gmt,#N/A,
2008,smn,gmt,#N/A,
2009,smn,gmt,#N/A,
2005,smn,gmt,#N/A,
2006,smn,gmt,#N/A,
2012,smn,gmt,#N/A,
2014,smn,gmt,#N/A,
2013,smn,gmt,#N/A,
1999,smn,gmt,#N/A,
2002,smn,gmt,#N/A,
2017,smn,gmt,#N/A,
2016,smn,gmt,#N/A,
2015,smn,gmt,#N/A,
1998,smn,gmt,#N/A,
2004,smn,gmt,#N/A,
2000,smn,gmt,#N/A,
1997,smn,gmt,#N/A,
2007,smn,gmt,#N/A,
2010,smn,gmt,#N/A,
2003,smn,gmt,#N/A,
2011,smn,gmt,#N/A,
2001,smn,gmt,#N/A,
2008,fmt,gmt,0.1106325176151400,
2009,fmt,gmt,0.0882185410313397,
2005,fmt,gmt,0.0716238241694999,
2006,fmt,gmt,0.0973988391569607,
2012,fmt,gmt,0.1211145286984700,
2014,fmt,gmt,0.1667648923053790,
2013,fmt,gmt,0.1240477487798650,
1999,fmt,gmt,0.0734202514370282,
2002,fmt,gmt,0.0427276380991041,
2017,fmt,gmt,0.1709084763348910,
2016,fmt,gmt,0.1361080038541850,
2015,fmt,gmt,0.1490881989356720,
1998,fmt,gmt,0.0604637561421032,
2004,fmt,gmt,0.0626070869335041,
2000,fmt,gmt,0.0695280490668532,
1997,fmt,gmt,0.0584296915719546,
2007,fmt,gmt,0.1181813558772400,
2010,fmt,gmt,0.1130365153773320,
2003,fmt,gmt,0.0515903955497009,
2011,fmt,gmt,0.1240320258935190,
2001,fmt,gmt,0.0689465456404263,
2008,pet,gmt,0.1946986572914740,
2009,pet,gmt,0.1493442967804450,
2005,pet,gmt,0.1541387008519230,
2006,pet,gmt,0.1769877532213690,
2012,pet,gmt,0.2119132164940430,
2014,pet,gmt,0.1939449264651530,
2013,pet,gmt,0.2087779526661030,
1999,pet,gmt,0.1014555170040320,
2002,pet,gmt,0.0757906280481897,
2017,pet,gmt,0.1777738702298420,
2016,pet,gmt,0.1154987372421620,
2015,pet,gmt,0.1134462749742920,
1998,pet,gmt,0.0686428391688987,
2004,pet,gmt,0.1333018494569090,
2000,pet,gmt,0.1420914960706350,
1997,pet,gmt,0.1013212890877130,
2007,pet,gmt,0.1639842549613710,
2010,pet,gmt,0.2297076552935040,
2003,pet,gmt,0.1223934075043220,
2011,pet,gmt,0.2645632234671710,
2001,pet,gmt,0.1145457960212420,
2008,mvt,gmt,#N/A,
2009,mvt,gmt,#N/A,
2005,mvt,gmt,#N/A,
2006,mvt,gmt,#N/A,
2012,mvt,gmt,#N/A,
2014,mvt,gmt,#N/A,
2013,mvt,gmt,#N/A,
1999,mvt,gmt,#N/A,
2002,mvt,gmt,#N/A,
2017,mvt,gmt,#N/A,
2016,mvt,gmt,#N/A,
2015,mvt,gmt,#N/A,
1998,mvt,gmt,#N/A,
2004,mvt,gmt,#N/A,
2000,mvt,gmt,#N/A,
1997,mvt,gmt,#N/A,
2007,mvt,gmt,#N/A,
2010,mvt,gmt,#N/A,
2003,mvt,gmt,#N/A,
2011,mvt,gmt,#N/A,
2001,mvt,gmt,#N/A,
2008,cep,gmt,0.2527053089511030,
2009,cep,gmt,0.2548493844723090,
2005,cep,gmt,0.2181378231853330,
2006,cep,gmt,0.2310488959669290,
2012,cep,gmt,0.2412646608069640,
2014,cep,gmt,0.3529679361767310,
2013,cep,gmt,0.3059619592291680,
1999,cep,gmt,0.1144007769529980,
2002,cep,gmt,0.1170679639708760,
2017,cep,gmt,0.4705581604892500,
2016,cep,gmt,0.2963107977084770,
2015,cep,gmt,0.3249081448259260,
1998,cep,gmt,0.0974239062309702,
2004,cep,gmt,0.2299280650152220,
2000,cep,gmt,0.1264722546318240,
1997,cep,gmt,0.1073062746920560,
2007,cep,gmt,0.2826069715494690,
2010,cep,gmt,0.3655008710872210,
2003,cep,gmt,0.1751307376616350,
2011,cep,gmt,0.3048327291131780,
2001,cep,gmt,0.1171405928365890,
2008,wst,gmt,0.2699206293555630,
2009,wst,gmt,0.2583963258772150,
2005,wst,gmt,0.2248501067573680,
2006,wst,gmt,0.2497447277708350,
2012,wst,gmt,0.2632767353364370,
2014,wst,gmt,0.2830758905615360,
2013,wst,gmt,0.2671854888878140,
1999,wst,gmt,0.2121296088762960,
2002,wst,gmt,0.1439255527603990,
2017,wst,gmt,0.2808439626362540,
2016,wst,gmt,0.2650081938833830,
2015,wst,gmt,0.2749319045390750,
1998,wst,gmt,0.1695329630449690,
2004,wst,gmt,0.2285790465865590,
2000,wst,gmt,0.2020851633536910,
1997,wst,gmt,0.1747086546935280,
2007,wst,gmt,0.2636113333622220,
2010,wst,gmt,0.3230553390209440,
2003,wst,gmt,0.2015839499675760,
2011,wst,gmt,0.2971703142905560,
2001,wst,gmt,0.1712976708183340,
2008,mot,gmt,0.1744146429416840,
2009,mot,gmt,0.1718523411208960,
2005,mot,gmt,0.1175892466073590,
2006,mot,gmt,0.1334974198684910,
2012,mot,gmt,0.3686928731062550,
2014,mot,gmt,0.3735263988555660,
2013,mot,gmt,0.3595208991612280,
1999,mot,gmt,0.0795537643510073,
2002,mot,gmt,0.0677042616321357,
2017,mot,gmt,0.3596176885577600,
2016,mot,gmt,0.3246952745335170,
2015,mot,gmt,0.3336222526164530,
1998,mot,gmt,0.0626445386186341,
2004,mot,gmt,0.1354481697659870,
2000,mot,gmt,0.0875614758117968,
1997,mot,gmt,0.0665851567639439,
2007,mot,gmt,0.2397506222095190,
2010,mot,gmt,0.2727803976289690,
2003,mot,gmt,0.1074953035416140,
2011,mot,gmt,0.2927187348884110,
2001,mot,gmt,0.0776263541316469,
2008,adm,gmt,3.0660419993460000,
2009,adm,gmt,3.1207358685213900,
2005,adm,gmt,2.4141813073514000,
2006,adm,gmt,2.6975366666046200,
2012,adm,gmt,2.9982709991473400,
2014,adm,gmt,3.2811845569229900,
2013,adm,gmt,3.0509919729664000,
1999,adm,gmt,1.5824159384639500,
2002,adm,gmt,1.3878566026993500,
2017,adm,gmt,3.6753444097091600,
2016,adm,gmt,3.4430480011369900,
2015,adm,gmt,3.4276374267302400,
1998,adm,gmt,1.3026819568232700,
2004,adm,gmt,2.3647611358170500,
2000,adm,gmt,1.6368595126580300,
1997,adm,gmt,1.3841482033355500,
2007,adm,gmt,3.2060213433926400,
2010,adm,gmt,3.5545778392040300,
2003,adm,gmt,1.9169193412338300,
2011,adm,gmt,3.1951572202563000,
2001,adm,gmt,1.5637803293145000,
2008,soc,gmt,#N/A,
2009,soc,gmt,#N/A,
2005,soc,gmt,#N/A,
2006,soc,gmt,#N/A,
2012,soc,gmt,#N/A,
2014,soc,gmt,#N/A,
2013,soc,gmt,#N/A,
1999,soc,gmt,#N/A,
2002,soc,gmt,#N/A,
2017,soc,gmt,#N/A,
2016,soc,gmt,#N/A,
2015,soc,gmt,#N/A,
1998,soc,gmt,#N/A,
2004,soc,gmt,#N/A,
2000,soc,gmt,#N/A,
1997,soc,gmt,#N/A,
2007,soc,gmt,#N/A,
2010,soc,gmt,#N/A,
2003,soc,gmt,#N/A,
2011,soc,gmt,#N/A,
2001,soc,gmt,#N/A,
2008,alt,gmt,0.5497395888646080,
2009,alt,gmt,0.5647541019665640,
2005,alt,gmt,0.7127208849222730,
2006,alt,gmt,0.7747405096192630,
2012,alt,gmt,0.4467328832345530,
2014,alt,gmt,0.4076653237916880,
2013,alt,gmt,0.4666032918051060,
1999,alt,gmt,0.8728398326932460,
2002,alt,gmt,0.5344236461200790,
2017,alt,gmt,0.3643995455225350,
2016,alt,gmt,0.3855968415297760,
2015,alt,gmt,0.4144171625768250,
1998,alt,gmt,0.8855222794705660,
2004,alt,gmt,0.8177768441042910,
2000,alt,gmt,0.7437738738413600,
1997,alt,gmt,0.8720914063134310,
2007,alt,gmt,0.8879151453641550,
2010,alt,gmt,0.5317233437151950,
2003,alt,gmt,0.6769602411825350,
2011,alt,gmt,0.3729527405261590,
2001,alt,gmt,0.6697362053662680,
2008,pmt,gmt,#N/A,
2009,pmt,gmt,#N/A,
2005,pmt,gmt,#N/A,
2006,pmt,gmt,#N/A,
2012,pmt,gmt,#N/A,
2014,pmt,gmt,#N/A,
2013,pmt,gmt,#N/A,
1999,pmt,gmt,#N/A,
2002,pmt,gmt,#N/A,
2017,pmt,gmt,#N/A,
2016,pmt,gmt,#N/A,
2015,pmt,gmt,#N/A,
1998,pmt,gmt,#N/A,
2004,pmt,gmt,#N/A,
2000,pmt,gmt,#N/A,
1997,pmt,gmt,#N/A,
2007,pmt,gmt,#N/A,
2010,pmt,gmt,#N/A,
2003,pmt,gmt,#N/A,
2011,pmt,gmt,#N/A,
2001,pmt,gmt,#N/A,
2008,trk,gmt,2.6592433692715000,
2009,trk,gmt,2.3287341329455500,
2005,trk,gmt,2.3627528961582100,
2006,trk,gmt,2.4832252195678900,
2012,trk,gmt,1.3044648463843300,
2014,trk,gmt,1.3609039670856700,
2013,trk,gmt,1.3829565300442600,
1999,trk,gmt,1.0098246436163000,
2002,trk,gmt,1.3786388015360400,
2017,trk,gmt,0.8398591920659510,
2016,trk,gmt,1.1577405710848300,
2015,trk,gmt,1.2588529278571900,
1998,trk,gmt,0.7596318574634090,
2004,trk,gmt,2.1452604809049200,
2000,trk,gmt,1.1681715790269300,
1997,trk,gmt,0.4642538436750550,
2007,trk,gmt,2.7283557504047400,
2010,trk,gmt,1.9663920859618300,
2003,trk,gmt,1.7209094891010800,
2011,trk,gmt,1.6522557309421700,
2001,trk,gmt,1.4140789759856300,
2008,fdd,gmt,#N/A,
2009,fdd,gmt,#N/A,
2005,fdd,gmt,#N/A,
2006,fdd,gmt,#N/A,
2012,fdd,gmt,#N/A,
2014,fdd,gmt,#N/A,
2013,fdd,gmt,#N/A,
1999,fdd,gmt,#N/A,
2002,fdd,gmt,#N/A,
2017,fdd,gmt,#N/A,
2016,fdd,gmt,#N/A,
2015,fdd,gmt,#N/A,
1998,fdd,gmt,#N/A,
2004,fdd,gmt,#N/A,
2000,fdd,gmt,#N/A,
1997,fdd,gmt,#N/A,
2007,fdd,gmt,#N/A,
2010,fdd,gmt,#N/A,
2003,fdd,gmt,#N/A,
2011,fdd,gmt,#N/A,
2001,fdd,gmt,#N/A,
2008,gmt,gmt,#N/A,
2009,gmt,gmt,#N/A,
2005,gmt,gmt,#N/A,
2006,gmt,gmt,#N/A,
2012,gmt,gmt,#N/A,
2014,gmt,gmt,#N/A,
2013,gmt,gmt,#N/A,
1999,gmt,gmt,#N/A,
2002,gmt,gmt,#N/A,
2017,gmt,gmt,#N/A,
2016,gmt,gmt,#N/A,
2015,gmt,gmt,#N/A,
1998,gmt,gmt,#N/A,
2004,gmt,gmt,#N/A,
2000,gmt,gmt,#N/A,
1997,gmt,gmt,#N/A,
2007,gmt,gmt,#N/A,
2010,gmt,gmt,#N/A,
2003,gmt,gmt,#N/A,
2011,gmt,gmt,#N/A,
2001,gmt,gmt,#N/A,
2008,wtt,gmt,#N/A,
2009,wtt,gmt,#N/A,
2005,wtt,gmt,#N/A,
2006,wtt,gmt,#N/A,
2012,wtt,gmt,#N/A,
2014,wtt,gmt,#N/A,
2013,wtt,gmt,#N/A,
1999,wtt,gmt,#N/A,
2002,wtt,gmt,#N/A,
2017,wtt,gmt,#N/A,
2016,wtt,gmt,#N/A,
2015,wtt,gmt,#N/A,
1998,wtt,gmt,#N/A,
2004,wtt,gmt,#N/A,
2000,wtt,gmt,#N/A,
1997,wtt,gmt,#N/A,
2007,wtt,gmt,#N/A,
2010,wtt,gmt,#N/A,
2003,wtt,gmt,#N/A,
2011,wtt,gmt,#N/A,
2001,wtt,gmt,#N/A,
2008,wpd,gmt,0.1161935432938450,
2009,wpd,gmt,0.0971037580393216,
2005,wpd,gmt,0.0948975648796134,
2006,wpd,gmt,0.1079087365078630,
2012,wpd,gmt,0.0808345779062844,
2014,wpd,gmt,0.1187601260553210,
2013,wpd,gmt,0.0977557028051886,
1999,wpd,gmt,0.1135724971101470,
2002,wpd,gmt,0.0738807482675458,
2017,wpd,gmt,0.1396811804446910,
2016,wpd,gmt,0.1137425531336950,
2015,wpd,gmt,0.1217316367787030,
1998,wpd,gmt,0.1034522747090980,
2004,wpd,gmt,0.1018407103957990,
2000,wpd,gmt,0.0976933277773725,
1997,wpd,gmt,0.1083287239336350,
2007,wpd,gmt,0.1250997124340240,
2010,wpd,gmt,0.1008063955314930,
2003,wpd,gmt,0.0857602507632195,
2011,wpd,gmt,0.0928436359937544,
2001,wpd,gmt,0.1023200248769330,
2008,wht,gmt,0.0199705686472364,
2009,wht,gmt,0.0189326591458978,
2005,wht,gmt,0.0129985266515050,
2006,wht,gmt,0.0149940499653292,
2012,wht,gmt,0.0099950261256089,
2014,wht,gmt,0.0120009710779257,
2013,wht,gmt,0.0109980453448068,
1999,wht,gmt,0.0159954535968561,
2002,wht,gmt,0.0080031349463044,
2017,wht,gmt,0.0130126563515890,
2016,wht,gmt,0.0120086591003904,
2015,wht,gmt,0.0130114568097212,
1998,wht,gmt,0.0089924656742871,
2004,wht,gmt,0.0090000636543257,
2000,wht,gmt,0.0160106017226533,
1997,wht,gmt,0.0089914167722916,
2007,wht,gmt,0.0209847519619937,
2010,wht,gmt,0.0169772846003702,
2003,wht,gmt,0.0059981386411706,
2011,wht,gmt,0.0149958716126974,
2001,wht,gmt,0.0139791129654058,
2008,wrh,gmt,9.8349231229905600,
2009,wrh,gmt,11.9991983366757000,
2005,wrh,gmt,6.2552036053976900,
2006,wrh,gmt,6.9123272525802100,
2012,wrh,gmt,11.7440266457282000,
2014,wrh,gmt,12.1072793591522000,
2013,wrh,gmt,12.5135330544907000,
1999,wrh,gmt,3.5639776505075200,
2002,wrh,gmt,3.5442234998551200,
2017,wrh,gmt,8.3908470672888700,
2016,wrh,gmt,11.8088148087623000,
2015,wrh,gmt,11.8802746015158000,
1998,wrh,gmt,3.2540792822686400,
2004,wrh,gmt,5.9497169044288100,
2000,wrh,gmt,3.5629653559517700,
1997,wrh,gmt,2.8847012530133700,
2007,wrh,gmt,8.4054589621291500,
2010,wrh,gmt,12.3779105218776000,
2003,wrh,gmt,4.7508839993334600,
2011,wrh,gmt,11.8054363907314000,
2001,wrh,gmt,3.7042880601000900,
2008,ott,gmt,0.2836801694290190,
2009,ott,gmt,0.3007150259299810,
2005,ott,gmt,0.1686191811436010,
2006,ott,gmt,0.2480062959249650,
2012,ott,gmt,0.2410008086478470,
2014,ott,gmt,0.2640375785911560,
2013,ott,gmt,0.2499375647805120,
1999,ott,gmt,0.0421944576215355,
2002,ott,gmt,0.0590176591793424,
2017,ott,gmt,0.3811728076769640,
2016,ott,gmt,0.3350355363504080,
2015,ott,gmt,0.3059574311466190,
1998,ott,gmt,0.0339807706023719,
2004,ott,gmt,0.1572916366877440,
2000,ott,gmt,0.0456373658204112,
1997,ott,gmt,0.0262173039850181,
2007,ott,gmt,0.3377906500422610,
2010,ott,gmt,0.1677430514659600,
2003,ott,gmt,0.1179851667663360,
2011,ott,gmt,0.0806944550627242,
