yr,va,j,Value
2009,compen,hou,14.19860438
2009,compen,fbt,79.23173734
2009,compen,ins,188.5045687
2009,compen,tex,10.96647255
2009,compen,leg,110.1287139
2009,compen,fen,58.31013591
2009,compen,uti,67.37066283
2009,compen,nmp,22.95712755
2009,compen,brd,113.8416041
2009,compen,bnk,186.3921847
2009,compen,ore,61.97645208
2009,compen,edu,140.5045495
2009,compen,ote,67.52196258
2009,compen,man,209.5017075
2009,compen,mch,75.38912637
2009,compen,dat,30.19596581
2009,compen,amd,60.12521211
2009,compen,oil,25.95959923
2009,compen,hos,303.0685027
2009,compen,rnt,28.02918272
2009,compen,pla,34.82665607
2009,compen,fof,16.6848037
2009,compen,fin,0.637828955
2009,compen,tsv,414.5239421
2009,compen,nrs,105.2751863
2009,compen,sec,180.5528157
2009,compen,art,40.34965717
2009,compen,mov,26.96594192
2009,compen,fpd,17.94155397
2009,compen,slg,1118.569863
2009,compen,pri,27.41270226
2009,compen,grd,15.01478658
2009,compen,pip,4.778578401
2009,compen,sle,89.75384677
2009,compen,osv,238.1895731
2009,compen,trn,18.37543044
2009,compen,smn,23.12958118
2009,compen,fmt,79.36869195
2009,compen,pet,16.51156164
2009,compen,mvt,77.5913505
2009,compen,cep,119.5076364
2009,compen,wst,21.21904317
2009,compen,mot,47.05842008
2009,compen,adm,269.2147903
2009,compen,soc,73.5904138
2009,compen,alt,8.617581146
2009,compen,pmt,29.52315109
2009,compen,trk,66.94332046
2009,compen,fdd,234.6884542
2009,compen,gmt,82.20590489
2009,compen,wtt,5.989262143
2009,compen,wpd,16.55680367
2009,compen,wht,405.4729116
2009,compen,wrh,32.44109546
2009,compen,ott,234.6877455
2009,compen,che,84.7644658
2009,compen,air,38.16776769
2009,compen,mmf,43.90416962
2009,compen,otr,61.97448604
2009,compen,min,16.08035216
2010,surplus,ppd,25.71841189
2010,surplus,res,63.60511109
2010,surplus,com,42.50130463
2010,surplus,amb,124.8245711
2010,surplus,fbp,103.6067782
2010,surplus,rec,17.19690781
2010,surplus,con,174.4412016
2010,surplus,agr,96.57139227
2010,surplus,eec,21.39649817
2010,surplus,fnd,88.02513012
2010,surplus,pub,101.3801756
2010,surplus,hou,1250.121514
2010,surplus,fbt,30.5245377
2010,surplus,ins,157.7527935
2010,surplus,tex,3.941048785
2010,surplus,leg,87.44575588
2010,surplus,fen,4.169766739
2010,surplus,uti,155.1751952
2010,surplus,nmp,14.65070038
2010,surplus,brd,237.7850836
2010,surplus,bnk,215.766276
2010,surplus,ore,245.045634
2010,surplus,edu,45.61828725
2010,surplus,ote,51.83828194
2010,surplus,man,30.04048696
2010,surplus,mch,48.7929688
2010,surplus,dat,67.76794101
2010,surplus,amd,30.85283709
2010,surplus,oil,134.7304527
2010,surplus,hos,55.11718389
2010,surplus,rnt,118.5160521
2010,surplus,pla,24.16874386
2010,surplus,fof,10.12144309
2010,surplus,fin,15.21658189
2010,surplus,tsv,228.5582838
2010,surplus,nrs,6.811779934
2010,surplus,sec,5.71823316
2010,surplus,art,40.23595129
2010,surplus,mov,56.98644731
2010,surplus,fpd,4.725098172
2010,surplus,slg,164.7823607
2010,surplus,pri,12.49743224
2010,surplus,grd,14.3567256
2010,surplus,pip,12.15547164
2010,surplus,sle,30.77529982
2010,surplus,osv,78.59969298
2010,surplus,trn,15.91826659
2010,surplus,smn,21.23042285
2010,surplus,fmt,39.57067323
2010,surplus,pet,103.8349456
2010,surplus,mvt,27.84918878
2010,surplus,cep,109.1118252
2010,surplus,wst,16.94921045
2010,surplus,mot,37.23112923
2010,surplus,adm,104.3902216
2010,surplus,soc,11.70605325
2010,surplus,alt,1.681987126
2010,surplus,pmt,24.76904265
2010,surplus,trk,39.50341275
2010,surplus,fdd,152.3890823
2010,surplus,gmt,13.62060732
2010,surplus,wtt,8.20152582
2010,surplus,wpd,6.731329633
2010,surplus,wht,304.4730383
2010,surplus,wrh,11.7424049
2010,surplus,ott,120.8930649
2010,surplus,che,204.6964876
2010,surplus,air,33.98872226
2010,surplus,mmf,37.56642375
2010,surplus,otr,26.5437525
2010,surplus,min,47.35321667
2010,compen,ppd,29.07049491
2010,compen,res,187.9464724
2010,compen,com,157.008562
2010,compen,amb,398.9382774
2010,compen,fbp,88.19873948
2010,compen,rec,39.05143716
2010,compen,con,344.3694557
2010,compen,agr,24.33704528
2010,compen,eec,29.32302403
2010,compen,fnd,159.3330715
2010,compen,pub,81.78445165
2010,compen,hou,14.10016098
2010,compen,fbt,79.57112102
2010,compen,ins,193.7936938
2010,compen,tex,10.87868795
2010,compen,leg,108.8083795
2010,compen,fen,57.05598918
2010,compen,uti,68.02249922
2010,compen,nmp,22.26176466
2010,compen,brd,109.2386682
2010,compen,bnk,188.7022349
2010,compen,ore,62.48812238
2010,compen,edu,145.8338297
2010,compen,ote,66.66396843
2010,compen,man,228.12795
2010,compen,mch,75.32395769
2010,compen,dat,31.20853706
2010,compen,amd,61.03544018
2010,compen,oil,27.57433878
2010,compen,hos,303.8599099
2010,compen,rnt,27.53343446
2010,compen,pla,36.00871501
2010,compen,fof,17.0797477
2010,compen,fin,0.560335589
2010,compen,tsv,418.995098
2010,compen,nrs,109.3568997
2010,compen,sec,196.0821129
2010,compen,art,40.62772003
2010,compen,mov,28.04313258
2010,compen,fpd,16.62298499
2010,compen,slg,1139.745993
2010,compen,pri,26.04006431
2010,compen,grd,15.38756752
2010,compen,pip,5.121296705
2010,compen,sle,91.22488701
2010,compen,osv,232.1666526
2010,compen,trn,17.87512893
2010,compen,smn,25.09279827
2010,compen,fmt,78.59896481
2010,compen,pet,16.39903271
2010,compen,mvt,81.02512814
2010,compen,cep,123.456619
2010,compen,wst,27.55337764
2010,compen,mot,48.64525676
2010,compen,adm,279.5007019
2010,compen,soc,76.38134747
2010,compen,alt,8.324545494
2010,compen,pmt,30.34187825
2010,compen,trk,66.79548122
2010,compen,fdd,248.7613423
2010,compen,gmt,80.28049276
2010,compen,wtt,6.062217027
2010,compen,wpd,15.79610716
2010,compen,wht,409.7217628
2010,compen,wrh,32.65229232
2010,compen,ott,234.7785992
2010,compen,che,85.78825666
2010,compen,air,39.41830928
2010,compen,mmf,43.73511874
2010,compen,otr,62.32440464
2010,compen,min,16.65927572
2011,surplus,ppd,22.91851578
2011,surplus,res,64.65976636
2011,surplus,com,48.065067
2011,surplus,amb,130.6868462
2011,surplus,fbp,89.95530933
2011,surplus,rec,17.12732154
2011,surplus,con,170.1360142
2011,surplus,agr,129.5262344
2011,surplus,eec,17.6471307
2011,surplus,fnd,92.01284987
2011,surplus,pub,103.5231271
2011,surplus,hou,1293.755128
2011,surplus,fbt,28.23849912
2011,surplus,ins,156.4632823
2011,surplus,tex,3.406343363
2011,surplus,leg,93.70347241
2011,surplus,fen,0.509199825
2011,surplus,uti,159.4106711
2011,surplus,nmp,14.76309075
2011,surplus,brd,226.4676489
2011,surplus,bnk,240.9420485
2011,surplus,ore,274.8223618
2011,surplus,edu,45.41955568
2011,surplus,ote,55.33593871
2011,surplus,man,31.92808812
2011,surplus,mch,57.91744186
2011,surplus,dat,77.84819768
2011,surplus,amd,36.1865856
2011,surplus,oil,157.3828387
2011,surplus,hos,57.25174501
2011,surplus,rnt,119.0772142
2011,surplus,pla,23.33942277
2011,surplus,fof,8.974108121
2011,surplus,fin,11.57274432
2011,surplus,tsv,231.2555887
2011,surplus,nrs,7.27225029
2011,surplus,sec,4.780596971
2011,surplus,art,43.82206606
2011,surplus,mov,49.56479176
2011,surplus,fpd,4.70443762
2011,surplus,slg,170.8785516
2011,surplus,pri,11.93557751
2011,surplus,grd,16.19073376
2011,surplus,pip,12.88761275
2011,surplus,sle,37.95227741
2011,surplus,osv,75.73339552
2011,surplus,trn,15.84530959
2011,surplus,smn,28.90477058
2011,surplus,fmt,40.52090871
2011,surplus,pet,137.6475587
2011,surplus,mvt,26.87200437
2011,surplus,cep,101.1291948
2011,surplus,wst,15.9089089
2011,surplus,mot,48.70311134
2011,surplus,adm,105.9902324
2011,surplus,soc,10.4990781
2011,surplus,alt,1.664809291
2011,surplus,pmt,34.00556423
2011,surplus,trk,42.00899139
2011,surplus,fdd,159.1036395
2011,surplus,gmt,11.95844073
2011,surplus,wtt,7.249258959
2011,surplus,wpd,6.680016601
2011,surplus,wht,311.4606529
2011,surplus,wrh,11.25652366
2011,surplus,ott,120.6599533
2011,surplus,che,202.9435483
2011,surplus,air,30.52453081
2011,surplus,mmf,33.61063227
2011,surplus,otr,27.87071582
2011,surplus,min,51.49224656
2011,compen,ppd,29.44778617
2011,compen,res,198.4154182
2011,compen,com,172.6540678
2011,compen,amb,416.0450304
2011,compen,fbp,87.71720873
2011,compen,rec,39.99329285
2011,compen,con,347.7987793
2011,compen,agr,22.99891529
2011,compen,eec,30.75926701
2011,compen,fnd,161.1387258
2011,compen,pub,87.2645206
2011,compen,hou,14.82264185
2011,compen,fbt,80.17626354
2011,compen,ins,204.9292608
2011,compen,tex,10.93369623
2011,compen,leg,112.4852122
2011,compen,fen,56.92773528
2011,compen,uti,71.71188297
2011,compen,nmp,22.58153763
2011,compen,brd,110.8685201
2011,compen,bnk,199.0081669
2011,compen,ore,63.29797156
2011,compen,edu,153.0488156
2011,compen,ote,69.31309917
2011,compen,man,238.7501666
2011,compen,mch,83.3213917
2011,compen,dat,34.23503441
2011,compen,amd,64.46471839
2011,compen,oil,30.61257486
2011,compen,hos,317.8016484
2011,compen,rnt,28.53152486
2011,compen,pla,37.61525338
2011,compen,fof,18.08018842
2011,compen,fin,0.612868145
2011,compen,tsv,443.4498337
2011,compen,nrs,111.270333
2011,compen,sec,195.8726243
2011,compen,art,41.85555009
2011,compen,mov,29.19160154
2011,compen,fpd,16.75607646
2011,compen,slg,1139.913398
2011,compen,pri,25.87721831
2011,compen,grd,16.35674128
2011,compen,pip,5.556626176
2011,compen,sle,91.96155695
2011,compen,osv,240.3612985
2011,compen,trn,19.89649149
2011,compen,smn,31.8853025
2011,compen,fmt,84.4723133
2011,compen,pet,16.85647108
2011,compen,mvt,86.6602749
2011,compen,cep,128.6670926
2011,compen,wst,23.24896059
2011,compen,mot,52.54759375
2011,compen,adm,299.0958615
2011,compen,soc,76.46686963
2011,compen,alt,8.088769291
2011,compen,pmt,33.22978466
2011,compen,trk,72.06464547
2011,compen,fdd,255.2829978
2011,compen,gmt,83.93033561
2011,compen,wtt,6.40211365
2011,compen,wpd,16.18776418
2011,compen,wht,433.1263667
2011,compen,wrh,33.08799246
2011,compen,ott,241.3645819
2011,compen,che,86.41021568
2011,compen,air,41.63998941
2011,compen,mmf,44.77958726
2011,compen,otr,64.57964366
2011,compen,min,17.963169
2012,surplus,ppd,22.31512812
2012,surplus,res,66.71119592
2012,surplus,com,55.18720408
2012,surplus,amb,129.887094
2012,surplus,fbp,96.59047248
2012,surplus,rec,17.99011925
2012,surplus,con,180.4124042
2012,surplus,agr,121.8768371
2012,surplus,eec,19.90105891
2012,surplus,fnd,95.12461465
2012,surplus,pub,105.5021739
2012,surplus,hou,1324.44966
2012,surplus,fbt,27.49172671
2012,surplus,ins,166.8963353
2012,surplus,tex,4.157584711
2012,surplus,leg,90.56202106
2012,surplus,fen,5.921420031
2012,surplus,uti,153.4323025
2012,surplus,nmp,17.81977929
2012,surplus,brd,229.1344187
2012,surplus,bnk,286.1605765
2012,surplus,ore,306.2927218
2012,surplus,edu,44.56993084
2012,surplus,ote,52.7572469
2012,surplus,man,34.47484673
2012,surplus,mch,60.77913869
2012,surplus,dat,64.80315334
2012,surplus,amd,38.64794647
2012,surplus,oil,156.8271791
2012,surplus,hos,59.08974469
2012,surplus,rnt,126.127506
2012,surplus,pla,26.8432014
2012,surplus,fof,9.248717713
2012,surplus,fin,11.68861711
2012,surplus,tsv,239.9442748
2012,surplus,nrs,7.68417577
2012,surplus,sec,25.67481995
2012,surplus,art,49.90938957
2012,surplus,mov,45.84447676
2012,surplus,fpd,4.682267331
2012,surplus,slg,178.1663746
2012,surplus,pri,11.97473914
2012,surplus,grd,17.60045623
2012,surplus,pip,15.515532
2012,surplus,sle,46.09479437
2012,surplus,osv,78.76083762
2012,surplus,trn,16.81665715
2012,surplus,smn,29.63663323
2012,surplus,fmt,44.76411885
2012,surplus,pet,136.7131074
2012,surplus,mvt,31.16185124
2012,surplus,cep,102.6466168
2012,surplus,wst,15.34422133
2012,surplus,mot,55.51741071
2012,surplus,adm,106.6626995
2012,surplus,soc,9.389473303
2012,surplus,alt,1.532176296
2012,surplus,pmt,36.00813588
2012,surplus,trk,44.18644955
2012,surplus,fdd,162.2251147
2012,surplus,gmt,11.40049712
2012,surplus,wtt,6.423179889
2012,surplus,wpd,8.402314746
2012,surplus,wht,345.0703209
2012,surplus,wrh,10.85897635
2012,surplus,ott,132.3768158
2012,surplus,che,198.5049169
2012,surplus,air,32.0873186
2012,surplus,mmf,33.22764544
2012,surplus,otr,25.67022584
2012,surplus,min,41.14713238
2012,compen,ppd,29.40117066
2012,compen,res,215.7132332
2012,compen,com,193.1873185
2012,compen,amb,435.7091247
2012,compen,fbp,92.19388527
2012,compen,rec,42.26725446
2012,compen,con,366.7096735
2012,compen,agr,28.46622423
2012,compen,eec,32.02264948
2012,compen,fnd,161.2605585
2012,compen,pub,92.27399915
2012,compen,hou,15.48541153
2012,compen,fbt,82.30530028
2012,compen,ins,215.7148169
2012,compen,tex,11.10680437
2012,compen,leg,115.7157998
2012,compen,fen,54.04181586
2012,compen,uti,70.89495961
2012,compen,nmp,23.29083406
2012,compen,brd,112.7166095
2012,compen,bnk,212.3502586
2012,compen,ore,68.52836903
2012,compen,edu,161.7643234
2012,compen,ote,71.67177261
2012,compen,man,260.3199641
2012,compen,mch,88.55982383
2012,compen,dat,37.76562414
2012,compen,amd,67.58347763
2012,compen,oil,34.98818707
2012,compen,hos,329.8594865
2012,compen,rnt,30.63507973
2012,compen,pla,38.95177604
2012,compen,fof,19.75085507
2012,compen,fin,0.52177729
2012,compen,tsv,470.0801251
2012,compen,nrs,113.2229355
2012,compen,sec,210.1106734
2012,compen,art,44.25868387
2012,compen,mov,30.52341079
2012,compen,fpd,17.24038931
2012,compen,slg,1145.939517
2012,compen,pri,25.55763748
2012,compen,grd,17.1299361
2012,compen,pip,6.586129289
2012,compen,sle,91.72657629
2012,compen,osv,253.1575293
2012,compen,trn,21.74507232
2012,compen,smn,36.91706147
2012,compen,fmt,90.87307384
2012,compen,pet,17.90536399
2012,compen,mvt,91.94876125
2012,compen,cep,130.6666041
2012,compen,wst,24.03864934
2012,compen,mot,56.84973254
2012,compen,adm,318.009688
2012,compen,soc,84.96137987
2012,compen,alt,8.114970044
2012,compen,pmt,35.22510504
2012,compen,trk,76.77117567
2012,compen,fdd,252.073715
2012,compen,gmt,83.79002878
2012,compen,wtt,6.659946368
2012,compen,wpd,16.60523901
2012,compen,wht,454.8310019
2012,compen,wrh,35.57171622
2012,compen,ott,248.9589247
2012,compen,che,89.46151015
2012,compen,air,43.04836361
2012,compen,mmf,46.20603869
2012,compen,otr,67.85717288
2012,compen,min,18.62864931
2013,surplus,ppd,25.4738464
2013,surplus,res,68.68037851
2013,surplus,com,52.59892054
2013,surplus,amb,132.0742336
2013,surplus,fbp,101.8427374
2013,surplus,rec,19.30716553
2013,surplus,con,192.0080999
2013,surplus,agr,155.7139853
2013,surplus,eec,24.30650602
2013,surplus,fnd,98.16977075
2013,surplus,pub,107.0131582
2013,surplus,hou,1352.79067
2013,surplus,fbt,28.08821014
2013,surplus,ins,140.438773
2013,surplus,tex,4.626188747
2013,surplus,leg,88.4829111
2013,surplus,fen,5.554333467
2013,surplus,uti,156.1230943
2013,surplus,nmp,21.66422541
2013,surplus,brd,261.7130285
2013,surplus,bnk,264.8638368
2013,surplus,ore,337.9330469
2013,surplus,edu,44.10490813
2013,surplus,ote,56.94554039
2013,surplus,man,36.38538168
2013,surplus,mch,66.15334104
2013,surplus,dat,83.27623232
2013,surplus,amd,42.99743623
2013,surplus,oil,185.4078427
2013,surplus,hos,58.64702682
2013,surplus,rnt,134.521362
2013,surplus,pla,26.99271702
2013,surplus,fof,8.945421563
2013,surplus,fin,11.26804242
2013,surplus,tsv,236.1445363
2013,surplus,nrs,7.625879304
2013,surplus,sec,43.56625371
2013,surplus,art,50.62058142
2013,surplus,mov,46.5862857
2013,surplus,fpd,5.703432047
2013,surplus,slg,182.944484
2013,surplus,pri,12.7180751
2013,surplus,grd,18.51091786
2013,surplus,pip,17.65199231
2013,surplus,sle,49.8538385
2013,surplus,osv,79.06537153
2013,surplus,trn,18.76323549
2013,surplus,smn,28.63252876
2013,surplus,fmt,47.25940245
2013,surplus,pet,128.3376669
2013,surplus,mvt,33.38330833
2013,surplus,cep,108.1984581
2013,surplus,wst,15.37304592
2013,surplus,mot,60.36523524
2013,surplus,adm,108.7627655
2013,surplus,soc,9.700648374
2013,surplus,alt,1.724351284
2013,surplus,pmt,33.06863111
2013,surplus,trk,43.30300618
2013,surplus,fdd,162.9981176
2013,surplus,gmt,11.81640363
2013,surplus,wtt,9.048721195
2013,surplus,wpd,12.02841553
2013,surplus,wht,367.7313103
2013,surplus,wrh,10.09416287
2013,surplus,ott,142.7406709
2013,surplus,che,211.6865536
2013,surplus,air,33.57958296
2013,surplus,mmf,30.10672714
2013,surplus,otr,26.1518292
2013,surplus,min,36.99135347
2013,compen,ppd,29.67214332
2013,compen,res,226.5606861
2013,compen,com,198.0038283
2013,compen,amb,453.2197389
2013,compen,fbp,93.92806086
2013,compen,rec,43.88487259
2013,compen,con,388.6940948
2013,compen,agr,28.42139045
2013,compen,eec,33.15409028
2013,compen,fnd,160.4131995
2013,compen,pub,99.52050629
2013,compen,hou,15.65529039
2013,compen,fbt,84.77498214
2013,compen,ins,219.7241097
2013,compen,tex,11.42870537
2013,compen,leg,117.4605209
2013,compen,fen,52.66536417
2013,compen,uti,73.66701392
2013,compen,nmp,24.01927105
2013,compen,brd,113.3858811
2013,compen,bnk,220.2916204
2013,compen,ore,72.53961376
2013,compen,edu,165.6749592
2013,compen,ote,74.05114819
2013,compen,man,276.014573
2013,compen,mch,88.85338033
2013,compen,dat,45.33638354
2013,compen,amd,69.87083387
2013,compen,oil,36.4584986
2013,compen,hos,337.993865
2013,compen,rnt,31.10257883
2013,compen,pla,39.92604155
2013,compen,fof,20.31422824
2013,compen,fin,0.589659616
2013,compen,tsv,488.3099208
2013,compen,nrs,116.1262132
2013,compen,sec,210.4537075
2013,compen,art,46.27660683
2013,compen,mov,29.87282015
2013,compen,fpd,17.82970179
2013,compen,slg,1196.365712
2013,compen,pri,25.41716202
2013,compen,grd,17.71005613
2013,compen,pip,6.04064296
2013,compen,sle,95.65415277
2013,compen,osv,259.922873
2013,compen,trn,21.12953194
2013,compen,smn,38.69287784
2013,compen,fmt,91.8898117
2013,compen,pet,18.57179812
2013,compen,mvt,97.54309774
2013,compen,cep,128.1460174
2013,compen,wst,24.39551116
2013,compen,mot,59.34374052
2013,compen,adm,330.0237334
2013,compen,soc,89.9890147
2013,compen,alt,8.139017516
2013,compen,pmt,35.13926244
2013,compen,trk,80.77966152
2013,compen,fdd,243.234113
2013,compen,gmt,84.01033128
2013,compen,wtt,7.02096505
2013,compen,wpd,17.64851855
2013,compen,wht,464.5664968
2013,compen,wrh,36.42072287
2013,compen,ott,256.89705
2013,compen,che,92.0855301
2013,compen,air,45.70468878
2013,compen,mmf,47.15971289
2013,compen,otr,70.03123457
2013,compen,min,18.41729261
2014,surplus,ppd,25.59992241
2014,surplus,res,72.21269945
2014,surplus,com,46.71526565
2014,surplus,amb,133.7432602
2014,surplus,fbp,107.5317916
2014,surplus,rec,18.94533937
2014,surplus,con,206.4800046
2014,surplus,agr,136.0011794
2014,surplus,eec,20.03124595
2014,surplus,fnd,101.8607348
2014,surplus,pub,105.2241308
2014,surplus,hou,1416.928575
2014,surplus,fbt,27.77624794
2014,surplus,ins,217.4659776
2014,surplus,tex,5.119106777
2014,surplus,leg,92.39977272
2014,surplus,fen,0.464470488
2014,surplus,uti,165.6239366
2014,surplus,nmp,22.43781531
2014,surplus,brd,247.2751904
2014,surplus,bnk,310.7107316
2014,surplus,ore,338.0033238
2014,surplus,edu,43.19980406
2014,surplus,ote,61.14707576
2014,surplus,man,37.24203591
2014,surplus,mch,64.95868395
2014,surplus,dat,96.06517891
2014,surplus,amd,43.93704144
2014,surplus,oil,201.0931906
2014,surplus,hos,61.5331803
2014,surplus,rnt,139.2747174
2014,surplus,pla,23.16063561
2014,surplus,fof,9.321568114
2014,surplus,fin,19.06015297
2014,surplus,tsv,247.5912823
2014,surplus,nrs,8.0008482
2014,surplus,sec,6.690677527
2014,surplus,art,54.98874136
2014,surplus,mov,43.77422479
2014,surplus,fpd,6.612491979
2014,surplus,slg,188.465414
2014,surplus,pri,12.51672851
2014,surplus,grd,20.26910115
2014,surplus,pip,20.26422002
2014,surplus,sle,53.90864112
2014,surplus,osv,84.12317853
2014,surplus,trn,19.97338028
2014,surplus,smn,33.60913257
2014,surplus,fmt,45.5568882
2014,surplus,pet,134.7647466
2014,surplus,mvt,34.25627782
2014,surplus,cep,110.7609754
2014,surplus,wst,16.82861215
2014,surplus,mot,64.53468658
2014,surplus,adm,112.5347742
2014,surplus,soc,9.500159586
2014,surplus,alt,1.254172279
2014,surplus,pmt,34.23362715
2014,surplus,trk,48.83606525
2014,surplus,fdd,163.2742771
2014,surplus,gmt,11.56771793
2014,surplus,wtt,8.378091857
2014,surplus,wpd,10.85256727
2014,surplus,wht,387.8714957
2014,surplus,wrh,8.978689995
2014,surplus,ott,140.0003885
2014,surplus,che,215.5875622
2014,surplus,air,39.92789729
2014,surplus,mmf,29.95680379
2014,surplus,otr,26.12942996
2014,surplus,min,34.06116768
2014,compen,ppd,30.17028801
2014,compen,res,242.7539826
2014,compen,com,214.3429319
2014,compen,amb,469.2007977
2014,compen,fbp,99.63223239
2014,compen,rec,47.38653364
2014,compen,con,423.2326064
2014,compen,agr,28.98754736
2014,compen,eec,33.72552399
2014,compen,fnd,165.1545228
2014,compen,pub,106.9407855
2014,compen,hou,16.48095373
2014,compen,fbt,86.95751695
2014,compen,ins,234.6456374
2014,compen,tex,12.01552923
2014,compen,leg,119.1956166
2014,compen,fen,56.20798125
2014,compen,uti,76.14097466
2014,compen,nmp,25.57978793
2014,compen,brd,116.525517
2014,compen,bnk,223.8057271
2014,compen,ore,77.10504781
2014,compen,edu,175.4509821
2014,compen,ote,75.83547839
2014,compen,man,288.3945081
2014,compen,mch,92.78867438
2014,compen,dat,49.99988008
2014,compen,amd,74.16275635
2014,compen,oil,39.28509721
2014,compen,hos,345.3888512
2014,compen,rnt,33.19761954
2014,compen,pla,41.99074501
2014,compen,fof,21.86567834
2014,compen,fin,0.869710706
2014,compen,tsv,517.7716375
2014,compen,nrs,119.1376459
2014,compen,sec,230.5530275
2014,compen,art,49.81823449
2014,compen,mov,32.50119328
2014,compen,fpd,18.65485909
2014,compen,slg,1231.0739
2014,compen,pri,25.75809394
2014,compen,grd,18.6530999
2014,compen,pip,6.426337077
2014,compen,sle,98.78789812
2014,compen,osv,275.8919101
2014,compen,trn,22.62770526
2014,compen,smn,43.55304307
2014,compen,fmt,96.08627622
2014,compen,pet,19.01723102
2014,compen,mvt,102.9121693
2014,compen,cep,132.264359
2014,compen,wst,25.80068472
2014,compen,mot,64.747778
2014,compen,adm,351.6946032
2014,compen,soc,94.66155435
2014,compen,alt,8.311497991
2014,compen,pmt,36.51204483
2014,compen,trk,85.13552651
2014,compen,fdd,242.6698471
2014,compen,gmt,86.58261599
2014,compen,wtt,7.275818585
2014,compen,wpd,19.30031562
2014,compen,wht,486.6585029
2014,compen,wrh,38.03250754
2014,compen,ott,265.4739713
2014,compen,che,96.94341649
2014,compen,air,47.00911337
2014,compen,mmf,48.74686356
2014,compen,otr,73.22830204
2014,compen,min,18.41516387
2015,surplus,ppd,27.82244409
2015,surplus,res,81.5336682
2015,surplus,com,44.0651937
2015,surplus,amb,139.8361799
2015,surplus,fbp,126.5941725
2015,surplus,rec,20.48901525
2015,surplus,con,228.4162276
2015,surplus,agr,117.5199856
2015,surplus,eec,27.93573189
2015,surplus,fnd,103.9718585
2015,surplus,pub,102.7056289
2015,surplus,hou,1511.50666
2015,surplus,fbt,28.86345777
2015,surplus,ins,262.105751
2015,surplus,tex,5.280453004
2015,surplus,leg,99.36024941
2015,surplus,fen,4.298809033
2015,surplus,uti,163.6317544
2015,surplus,nmp,25.86407148
2015,surplus,brd,274.843588
2015,surplus,bnk,318.7101091
2015,surplus,ore,326.9205013
2015,surplus,edu,44.50204537
2015,surplus,ote,68.43009177
2015,surplus,man,37.39984261
2015,surplus,mch,53.90048511
2015,surplus,dat,108.3798623
2015,surplus,amd,53.1558549
2015,surplus,oil,86.12886826
2015,surplus,hos,65.90024564
2015,surplus,rnt,152.1263918
2015,surplus,pla,32.54954075
2015,surplus,fof,9.700077767
2015,surplus,fin,15.52656236
2015,surplus,tsv,259.0728182
2015,surplus,nrs,8.36362738
2015,surplus,sec,6.774063175
2015,surplus,art,52.38119126
2015,surplus,mov,46.78795481
2015,surplus,fpd,8.381551601
2015,surplus,slg,191.7590341
2015,surplus,pri,13.32316936
2015,surplus,grd,20.57271163
2015,surplus,pip,25.8521929
2015,surplus,sle,57.44688815
2015,surplus,osv,86.30150748
2015,surplus,trn,19.26685559
2015,surplus,smn,16.12979832
2015,surplus,fmt,46.78483047
2015,surplus,pet,120.6598026
2015,surplus,mvt,36.46495835
2015,surplus,cep,123.8969583
2015,surplus,wst,17.79680585
2015,surplus,mot,72.34642931
2015,surplus,adm,111.5156645
2015,surplus,soc,9.789397844
2015,surplus,alt,1.212487283
2015,surplus,pmt,28.83829715
2015,surplus,trk,51.41115811
2015,surplus,fdd,161.7488016
2015,surplus,gmt,12.26773965
2015,surplus,wtt,7.710161589
2015,surplus,wpd,11.23009376
2015,surplus,wht,416.881271
2015,surplus,wrh,7.841099347
2015,surplus,ott,148.8644514
2015,surplus,che,214.0377922
2015,surplus,air,49.80305622
2015,surplus,mmf,26.49361923
2015,surplus,otr,28.33074795
2015,surplus,min,26.70897562
2015,compen,ppd,30.41967605
2015,compen,res,260.7619403
2015,compen,com,235.236609
2015,compen,amb,494.7274307
2015,compen,fbp,102.7271211
2015,compen,rec,48.872825
2015,compen,con,459.0151904
2015,compen,agr,27.13451654
2015,compen,eec,34.69699164
2015,compen,fnd,172.1557658
2015,compen,pub,114.760651
2015,compen,hou,17.59370985
2015,compen,fbt,91.74470385
2015,compen,ins,251.2544178
2015,compen,tex,11.93565148
2015,compen,leg,123.067439
2015,compen,fen,59.95638316
2015,compen,uti,78.58636971
2015,compen,nmp,26.95617642
2015,compen,brd,113.6680103
2015,compen,bnk,237.6912296
2015,compen,ore,84.89099216
2015,compen,edu,183.2312001
2015,compen,ote,77.76014902
2015,compen,man,303.2330502
2015,compen,mch,94.55718794
2015,compen,dat,57.14033201
2015,compen,amd,77.71894334
2015,compen,oil,38.77712203
2015,compen,hos,366.2922242
2015,compen,rnt,34.62444762
2015,compen,pla,43.38311954
2015,compen,fof,23.3961278
2015,compen,fin,1.128234688
2015,compen,tsv,553.1789073
2015,compen,nrs,123.5616845
2015,compen,sec,234.2200528
2015,compen,art,52.30305524
2015,compen,mov,34.37642202
2015,compen,fpd,20.16605692
2015,compen,slg,1273.753966
2015,compen,pri,25.990266
2015,compen,grd,19.63467607
2015,compen,pip,6.957135292
2015,compen,sle,102.2119592
2015,compen,osv,289.5903585
2015,compen,trn,23.63335916
2015,compen,smn,35.19777198
2015,compen,fmt,97.49766785
2015,compen,pet,19.73451732
2015,compen,mvt,109.5460334
2015,compen,cep,137.407068
2015,compen,wst,26.47067009
2015,compen,mot,69.72759016
2015,compen,adm,372.2319153
2015,compen,soc,100.3555755
