yr,i,fd,value
2017,tex,structures,-9.99E-09
2017,leg,structures,-9.99E-09
2017,fen,structures,-9.99E-09
2017,uti,structures,-9.99E-09
2017,nmp,structures,-9.99E-09
2017,brd,structures,-9.99E-09
2017,bnk,structures,-9.99E-09
2017,ore,structures,21.17563685
2017,edu,structures,-9.99E-09
2017,ote,structures,-9.99E-09
2017,man,structures,-9.99E-09
2017,mch,structures,-9.99E-09
2017,dat,structures,-9.99E-09
2017,amd,structures,-9.99E-09
2017,oil,structures,-9.99E-09
2017,hos,structures,-9.99E-09
2017,rnt,structures,-9.99E-09
2017,pla,structures,-9.99E-09
2017,fof,structures,-9.99E-09
2017,fin,structures,-9.99E-09
2017,tsv,structures,-9.99E-09
2017,nrs,structures,-9.99E-09
2017,sec,structures,-9.99E-09
2017,art,structures,-9.99E-09
2017,mov,structures,-9.99E-09
2017,fpd,structures,-9.99E-09
2017,slg,structures,-9.99E-09
2017,pri,structures,-9.99E-09
2017,grd,structures,-9.99E-09
2017,pip,structures,-9.99E-09
2017,sle,structures,-9.99E-09
2017,osv,structures,-9.99E-09
2017,trn,structures,-9.99E-09
2017,smn,structures,108.8193043
2017,fmt,structures,-9.99E-09
2017,pet,structures,-9.99E-09
2017,mvt,structures,0
2017,cep,structures,-9.99E-09
2017,wst,structures,-9.99E-09
2017,mot,structures,-9.99E-09
2017,adm,structures,-9.99E-09
2017,soc,structures,-9.99E-09
2017,alt,structures,-9.99E-09
2017,pmt,structures,-9.99E-09
2017,trk,structures,-9.99E-09
2017,fdd,structures,-9.99E-09
2017,gmt,structures,0
2017,wtt,structures,-9.99E-09
2017,wpd,structures,0.449488752
2017,wht,structures,-9.99E-09
2017,wrh,structures,-9.99E-09
2017,ott,structures,-9.99E-09
2017,che,structures,-9.99E-09
2017,air,structures,-9.99E-09
2017,mmf,structures,-9.99E-09
2017,otr,structures,-9.99E-09
2017,min,structures,-9.99E-09
2017,ppd,defense,-9.99E-09
2017,res,defense,-9.99E-09
2017,com,defense,-9.99E-09
2017,amb,defense,-9.99E-09
2017,fbp,defense,-9.99E-09
2017,rec,defense,-9.99E-09
2017,con,defense,-9.99E-09
2017,agr,defense,-9.99E-09
2017,eec,defense,-9.99E-09
2017,fnd,defense,-9.99E-09
2017,pub,defense,-9.99E-09
2017,hou,defense,-9.99E-09
2017,fbt,defense,0
